C,O,CC,C1=CC=CC=C1,C=O,CC1=CC=CC=C1,CO,CC=O,CCC,N,CN,COC,OC1=CC=CC=C1,O=CC1=CC=CC=C1,CCN,CNC,CCNC,NC1=CC=CC=C1,P,CC(N)=O,CCO,COC1=CC=CC=C1,CNC1=CC=CC=C1,CCC1=CC=CC=C1,CCOC,O=CO,CC1=CC=C(O)C=C1,CC(=O)NC1=CC=CC=C1,NCC1=CC=CC=C1,CC(=O)O,CCC=O,CC(C)C,NC(=O)C1=CC=CC=C1,COP,CCNCC,PC1=CC=CC=C1,C1=CC=C(CC2=CC=CC=C2)C=C1,CCNC=O,CCOCC,CC1=CC(C)=CC=C1,O=PC1=CC=CC=C1,C1=CC=C(CNC2=CC=CC=C2)C=C1,CC1=CC=C(C)C=C1,CCOC(C)=O,O=C(NC1=CC=CC=C1)C1=CC=CC=C1,POC1=CC=CC=C1,OCC1=CC=CC=C1,CN(C)C,CCCN,CCN(C)C,CCCCC,CPC,CCC1=CC=C(O)C=C1,CC1=C(C)C=CC=C1,COC(=O)C1=CC=CC=C1,COC1=CC=C(C)C=C1,CC1=CC(C=O)=CC=C1,CCCNC,CCN(C)CC,C[PH](C)=O,CCCC=O,CC1=C(C=O)C=CC=C1,CC(C1=CC=CC=C1)C1=CC=CC=C1,OC1=CC=C(CC2=CC=CC=C2)C=C1,CPO,CCOCC1=CC=CC=C1,CC(C)(C)C,OCCO,C1=CC=C(OC2=CC=CC=C2)C=C1,COCCO,CC1=CC(CN)=CC=C1,CCOC(=O)C1=CC=CC=C1,CCC(=O)NC,OC1=CC=C(CC2=CC=C(O)C=C2)C=C1,CC1=CC(C(N)=O)=CC=C1,O=CC1=CC=C(C=O)C=C1,CCOCCO,CC1=CC=CC=C1C(N)=O,CN(C)CC1=CC=CC=C1,CC(=O)OCCO,CCCO,CC1=C(O)C=CC=C1,OPC1=CC=CC=C1,CC1=CC(CNC2=CC=CC=C2)=CC=C1,CC1=CC=C(N)C=C1,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CCC1=CC=C(OC)C=C1,CN1CC2=C(C=CC=C2)C1=O,CNCC1=CC(C=O)=CC=C1,CN(C)C1=CC=CC=C1,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,COPO,C1=CC=C(C2=CC=CC=C2)C=C1,CCCCCN,CC1=CC=C(OC2=CC=CC=C2)C=C1,CCCOC,CCOC1=CC=CC=C1,CCC(C)C,C1=CC=C(OPC2=CC=CC=C2)C=C1,CC1=CC=C(CN)C=C1,CP(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC(C)=C(C)C=C1,S,CC1=CC(O)=CC=C1,CC(C)C=O,CC1=CC(C)=C(C=O)C=C1,CC1=CC=C(OP=O)C=C1,CC1=CC=C(NC=O)C=C1,CCNC1=CC=C(C)C=C1,CN(CC1=CC=CC=C1)C1=CC=CC=C1,CP(=O)(C1=CC=CC=C1)C1=CC=CC=C1,CC1=CC2=C(C=C1)C(=O)NC2,OC1=CC=C(O)C=C1,CC1=CC=CC=C1C(=O)NC1=CC=CC=C1,OPOC1=CC=CC=C1,CCC(=O)O,CCNC(=O)C1=CC=CC=C1,CC1=CC(CN(C)C2=CC=CC=C2)=CC=C1,O=CC1=CC=C(OC2=CC=CC=C2)C=C1,COP(C)C1=CC=CC=C1,O=COC1=CC=CC=C1,O=CC1=CC=C2C(=O)NC(=O)C2=C1,CCOP,OC1=C(P)C=CC=C1,C=CC,COC1=CC=C(OC)C=C1,CCOC(=O)C1=CC=C(C=O)C=C1,CCOC(=O)CC,PNC1=CC=CC=C1,CNCC(C)C,OCCOC1=CC=CC=C1,CCOC1=CC=C(O)C=C1,CCCCCNCCC,CCOPO,CCOPOC,CCCCCNCCCC,NCCCCCC=O,NCCCCCCN,O=CC1=CC=C(COCCO)C=C1,CC(C)CO,CCOCCOC,COP(C)O,CCCCCCNC(=O)CC,CCOPC,CCCCCNC(=O)CCCC,COCC(C)C,CCCCCCNC(=O)CCCC,Br,F
3.04,0.08,2.04,0.0,0.04,0.0,0.04,0.04,1.08,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.6,2.2,0.8,0.0,0.8,0.4,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
8.126552,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.308,0.066,2.154,0.022,0.0,0.044,0.044,0.0,1.088,0.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.044,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.044,0.0,0.0,0.0,0.0,0.0
8.141,0.705,2.423,0.859,0.141,0.859,0.564,0.141,1.282,0.0,0.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.423,0.0,0.0,0.859,0.141,0.141,0.0,0.0,0.0,0.141,0.282,0.141,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.282,0.0,0.0,0.0,0.0,0.141,0.0,0.282,0.0,0.282,0.0,0.141,0.0,0.0,0.0
8.0,0.69,2.276,0.862,0.138,0.862,0.552,0.138,1.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.414,0.0,0.0,0.862,0.138,0.138,0.0,0.0,0.0,0.138,0.138,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.276,0.0,0.0,0.0,0.0,0.0
3.09,0.06,2.06,0.0,0.03,0.0,0.06,0.03,1.06,0.97,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.0,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
3.32,0.128,2.256,0.0,0.064,0.0,0.128,0.064,1.32,0.936,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.0,0.0,0.0,0.256,0.064,0.0,0.0,0.0,0.064,0.128,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0
15.0,4.0,7.0,1.0,1.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5.2,2.15,3.1,0.0,1.0,0.0,2.1,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0
8.8,0.4,2.1,1.1,0.1,1.1,0.3,0.1,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.9,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.881782,1.763564,2.440891,0.7795545,0.2204455,0.7795545,1.322673,0.2204455,1.440891,0.2204455,0.6613365,0.2204455,0.0,0.0,0.2204455,0.6613365,0.440891,0.0,0.440891,0.0,0.440891,0.0,0.0,0.7795545,0.440891,0.2204455,0.0,0.0,0.0,0.2204455,0.440891,0.2204455,0.0,0.881782,0.0,0.0,0.0,0.0,0.2204455,0.0,0.0,0.0,0.0,0.2204455,0.0,0.0,0.0,0.2204455,0.0,0.2204455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881782,0.0,0.0,0.0,0.440891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2204455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2204455,0.0,0.881782,0.0,0.0,0.0,0.2204455,0.0,0.0,0.0
5.531009,2.1213737,3.0151718,0.09103017,1.0,0.030343393,2.0910301,1.0,2.9848282,0.0,0.0,1.0,0.09103017,0.0,0.0,0.0,0.0,0.0,0.030343393,0.0,1.0303434,0.0,0.0,0.030343393,1.0303434,1.0,0.030343393,0.0,0.0,1.0,1.9848284,0.9848283,0.0,0.09103017,0.0,0.0,0.015171696,0.0,0.030343393,0.0,0.0,0.0,0.0,0.030343393,0.0,0.09103017,0.030343393,0.0,0.0,0.0,0.0,0.0,0.030343393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030343393,0.0,0.030343393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015171696,0.0,0.0,0.0,0.0,0.0,0.0,1.9848284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18206035,0.0,0.0,0.0,1.9848284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848283,0.0,0.030343393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18206035,1.9848284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030343393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848283,0.0,0.0,0.0,0.0,0.0,0.9848283,0.0,0.0,0.0
5.531009,2.1213737,3.0151718,0.09103017,1.0,0.030343393,2.0910301,1.0,2.9848282,0.0,0.0,1.0,0.09103017,0.0,0.0,0.0,0.0,0.0,0.030343393,0.0,1.0303434,0.0,0.0,0.030343393,1.0303434,1.0,0.030343393,0.0,0.0,1.0,1.9848284,0.9848283,0.0,0.09103017,0.0,0.0,0.015171696,0.0,0.030343393,0.0,0.0,0.0,0.0,0.030343393,0.0,0.09103017,0.030343393,0.0,0.0,0.0,0.0,0.0,0.030343393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030343393,0.0,0.030343393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015171696,0.0,0.0,0.0,0.0,0.0,0.0,1.9848284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18206035,0.0,0.0,0.0,1.9848284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848283,0.0,0.030343393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18206035,1.9848284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030343393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9848283,0.0,0.0,0.0,0.0,0.0,0.9848283,0.0,0.0,0.0
10.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.727273,4.0,4.181818,1.0909091,2.0,2.1818182,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09090909,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909,1.0,0.0,0.09090909,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09090909,0.0,0.0,0.0,0.09090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.727273,4.181818,4.181818,1.0909091,2.1818182,2.1818182,3.0,2.1818182,1.0,0.09090909,0.27272728,1.0,0.0,2.1818182,0.18181819,0.27272728,0.36363637,0.09090909,0.0,0.18181819,3.0,0.0,0.18181819,0.0,2.0,1.0,0.0,0.18181819,0.18181819,1.0,0.0,0.0,0.18181819,0.0,0.09090909,0.0,0.0,0.18181819,1.0,0.09090909,0.0,0.18181819,0.90909094,1.0,0.18181819,0.0,1.0,0.09090909,0.0,0.18181819,0.0,0.0,0.0,0.09090909,1.0,0.0,0.18181819,0.0,0.09090909,0.0,0.0,0.18181819,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.90909094,0.0,0.18181819,0.09090909,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.09090909,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
