combination_id,freq_threshold,var_threshold,mi_threshold,corr_threshold,feature_count,performance
502,0.1,0.001,30,0.9,65,0.835695250797045
503,0.1,0.001,30,0.95,81,0.8270710153738726
504,0.1,0.001,30,0.98,117,0.8493303679746955
505,0.1,0.001,40,0.8,30,0.8414757613429764
506,0.1,0.001,40,0.85,39,0.8261017527417142
507,0.1,0.001,40,0.9,55,0.8367743557935619
508,0.1,0.001,40,0.95,70,0.8362542707366531
509,0.1,0.001,40,0.98,103,0.8489574153722146
510,0.1,0.001,50,0.8,24,0.8322274525698814
511,0.1,0.001,50,0.85,33,0.8401920423399634
512,0.1,0.001,50,0.9,46,0.8405365631614006
513,0.1,0.001,50,0.95,59,0.8385602281107731
514,0.1,0.001,50,0.98,89,0.8557656049017803
515,0.1,0.001,60,0.8,21,0.8332638024344146
516,0.1,0.001,60,0.85,30,0.8256339343493314
517,0.1,0.001,60,0.9,42,0.8367560093458074
518,0.1,0.001,60,0.95,53,0.8228006400308244
519,0.1,0.001,60,0.98,77,0.8453251670622777
520,0.1,0.001,70,0.8,19,0.8246248209456113
521,0.1,0.001,70,0.85,26,0.8358945421816906
522,0.1,0.001,70,0.9,36,0.8322217017257068
523,0.1,0.001,70,0.95,44,0.8281813737802303
524,0.1,0.001,70,0.98,60,0.8426530236558676
525,0.1,0.005,30,0.8,35,0.8317734714041023
526,0.1,0.005,30,0.85,45,0.8388976673610099
527,0.1,0.005,30,0.9,62,0.8364233853460229
528,0.1,0.005,30,0.95,78,0.8256602712385167
529,0.1,0.005,30,0.98,113,0.8434390912398095
530,0.1,0.005,40,0.8,26,0.826270152724387
531,0.1,0.005,40,0.85,35,0.836736986302334
532,0.1,0.005,40,0.9,50,0.8341397402954381
533,0.1,0.005,40,0.95,64,0.8332976620596313
534,0.1,0.005,40,0.98,96,0.8460019608458754
535,0.1,0.005,50,0.8,23,0.83667232785463
536,0.1,0.005,50,0.85,33,0.8308883964365421
537,0.1,0.005,50,0.9,45,0.8387094434395201
538,0.1,0.005,50,0.95,57,0.8272081333788364
539,0.1,0.005,50,0.98,85,0.8525783658660091
540,0.1,0.005,60,0.8,20,0.81282401627555
541,0.1,0.005,60,0.85,28,0.8353885199916421
542,0.1,0.005,60,0.9,41,0.8316286187765819
543,0.1,0.005,60,0.95,50,0.8243940253031085
544,0.1,0.005,60,0.98,72,0.8331444001351993
545,0.1,0.005,70,0.8,19,0.8248353168788188
546,0.1,0.005,70,0.85,26,0.8270265487652224
547,0.1,0.005,70,0.9,35,0.8313721305574571
548,0.1,0.005,70,0.95,44,0.8301018343197126
549,0.1,0.005,70,0.98,60,0.8473461444263037
550,0.1,0.01,30,0.8,33,0.832178280760866
551,0.1,0.01,30,0.85,42,0.8231486239008327
552,0.1,0.01,30,0.9,60,0.8367163840068906
553,0.1,0.01,30,0.95,77,0.8412239745567399
554,0.1,0.01,30,0.98,113,0.8467266281468511
555,0.1,0.01,40,0.8,27,0.8365101912642692
556,0.1,0.01,40,0.85,37,0.8294485834965325
557,0.1,0.01,40,0.9,52,0.8377370868738108
558,0.1,0.01,40,0.95,65,0.8404561669113872
559,0.1,0.01,40,0.98,96,0.8479020660815447
560,0.1,0.01,50,0.8,22,0.8262245745006437
561,0.1,0.01,50,0.85,32,0.8297102890741537
562,0.1,0.01,50,0.9,44,0.8195574692169245
563,0.1,0.01,50,0.95,56,0.8257940333955711
564,0.1,0.01,50,0.98,82,0.8458842459117593
565,0.1,0.01,60,0.8,20,0.81282401627555
566,0.1,0.01,60,0.85,28,0.8353885199916421
567,0.1,0.01,60,0.9,41,0.8316286187765819
568,0.1,0.01,60,0.95,50,0.8243940253031085
569,0.1,0.01,60,0.98,71,0.8472894613531974
570,0.1,0.01,70,0.8,19,0.8248353168788188
571,0.1,0.01,70,0.85,26,0.8270265487652224
572,0.1,0.01,70,0.9,35,0.8313721305574571
573,0.1,0.01,70,0.95,43,0.8293466073577257
574,0.1,0.01,70,0.98,59,0.8449785454946033
575,0.1,0.02,30,0.8,32,0.8362776294403625
576,0.1,0.02,30,0.85,42,0.8422037600875377
577,0.1,0.02,30,0.9,59,0.8351626671150255
578,0.1,0.02,30,0.95,76,0.8260674430108734
579,0.1,0.02,30,0.98,111,0.8515284259369877
580,0.1,0.02,40,0.8,26,0.8338873576785012
581,0.1,0.02,40,0.85,35,0.8325428818376285
582,0.1,0.02,40,0.9,50,0.8366091692167903
583,0.1,0.02,40,0.95,63,0.8365835458912928
584,0.1,0.02,40,0.98,94,0.8487678158585072
585,0.1,0.02,50,0.8,22,0.8262245745006437
586,0.1,0.02,50,0.85,31,0.8288493602412641
587,0.1,0.02,50,0.9,43,0.8305130846451412
588,0.1,0.02,50,0.95,55,0.8310675958952987
589,0.1,0.02,50,0.98,81,0.8408925817255083
590,0.1,0.02,60,0.8,20,0.8224753110840307
591,0.1,0.02,60,0.85,27,0.829015153213167
592,0.1,0.02,60,0.9,39,0.8265945646437164
593,0.1,0.02,60,0.95,49,0.8263015445697185
594,0.1,0.02,60,0.98,69,0.8464649668415893
595,0.1,0.02,70,0.8,18,0.8273350249694211
596,0.1,0.02,70,0.85,25,0.8189412433857012
597,0.1,0.02,70,0.9,34,0.8330467618132744
598,0.1,0.02,70,0.95,42,0.8314346974361335
599,0.1,0.02,70,0.98,58,0.844232928911891
600,0.1,0.05,30,0.8,31,0.8304653261257492
601,0.1,0.05,30,0.85,41,0.8389005223831463
602,0.1,0.05,30,0.9,56,0.8354823117422967
603,0.1,0.05,30,0.95,73,0.8375637106915486
604,0.1,0.05,30,0.98,108,0.8412172099090887
605,0.1,0.05,40,0.8,26,0.8267631407332068
606,0.1,0.05,40,0.85,34,0.8371744123425972
607,0.1,0.05,40,0.9,50,0.8316675677038916
608,0.1,0.05,40,0.95,64,0.8373628489551077
609,0.1,0.05,40,0.98,95,0.8489019302375563
610,0.1,0.05,50,0.8,22,0.8262245745006437
611,0.1,0.05,50,0.85,32,0.8297102890741537
612,0.1,0.05,50,0.9,44,0.8195574692169245
613,0.1,0.05,50,0.95,56,0.8265664167789707
614,0.1,0.05,50,0.98,80,0.8494740345825754
615,0.1,0.05,60,0.8,20,0.8089368035927823
616,0.1,0.05,60,0.85,28,0.8319668146962176
617,0.1,0.05,60,0.9,41,0.8294245546748351
618,0.1,0.05,60,0.95,50,0.8330652795735112
619,0.1,0.05,60,0.98,69,0.8401481848842625
620,0.1,0.05,70,0.8,18,0.8273350249694211
621,0.1,0.05,70,0.85,24,0.826621406421512
622,0.1,0.05,70,0.9,34,0.8330467618132744
623,0.1,0.05,70,0.95,40,0.8325910288924823
624,0.1,0.05,70,0.98,56,0.8514745253724236
625,0.15,0.001,30,0.8,22,0.8262245745006437
626,0.15,0.001,30,0.85,32,0.8297102890741537
627,0.15,0.001,30,0.9,44,0.8195574692169245
628,0.15,0.001,30,0.95,56,0.8257940333955711
629,0.15,0.001,30,0.98,81,0.853944073109209
630,0.15,0.001,40,0.8,21,0.8332638024344146
631,0.15,0.001,40,0.85,28,0.8353885199916421
632,0.15,0.001,40,0.9,41,0.8316286187765819
633,0.15,0.001,40,0.95,51,0.8262329394170859
634,0.15,0.001,40,0.98,72,0.8407177387801618
635,0.15,0.001,50,0.8,20,0.8089368035927823
636,0.15,0.001,50,0.85,28,0.8319668146962176
637,0.15,0.001,50,0.9,39,0.8075378111167778
638,0.15,0.001,50,0.95,48,0.8172226529583497
639,0.15,0.001,50,0.98,64,0.8494846265628471
640,0.15,0.001,60,0.8,16,0.8360137827506783
641,0.15,0.001,60,0.85,22,0.8101881885555524
642,0.15,0.001,60,0.9,31,0.8453970309786385
643,0.15,0.001,60,0.95,37,0.8312743359058861
644,0.15,0.001,60,0.98,53,0.8485637390418311
645,0.15,0.001,70,0.8,12,0.8051543599452062
646,0.15,0.001,70,0.85,16,0.8269396680588901
647,0.15,0.001,70,0.9,22,0.8262050291449047
648,0.15,0.001,70,0.95,28,0.8247229965177578
649,0.15,0.001,70,0.98,41,0.8449277207020376
650,0.15,0.005,30,0.8,22,0.8262245745006437
651,0.15,0.005,30,0.85,31,0.8288493602412641
652,0.15,0.005,30,0.9,43,0.8305130846451412
653,0.15,0.005,30,0.95,54,0.8274334398384735
654,0.15,0.005,30,0.98,78,0.8490391131889637
655,0.15,0.005,40,0.8,20,0.8224753110840307
656,0.15,0.005,40,0.85,27,0.829015153213167
657,0.15,0.005,40,0.9,40,0.8201956400514566
658,0.15,0.005,40,0.95,50,0.826557826541603
659,0.15,0.005,40,0.98,71,0.8484143423384799
660,0.15,0.005,50,0.8,19,0.8246248209456113
661,0.15,0.005,50,0.85,27,0.8296937201073176
662,0.15,0.005,50,0.9,37,0.8256335073925752
663,0.15,0.005,50,0.95,45,0.8228415139810629
664,0.15,0.005,50,0.98,62,0.8415853180449687
665,0.15,0.005,60,0.8,16,0.8360137827506783
666,0.15,0.005,60,0.85,22,0.8101881885555524
667,0.15,0.005,60,0.9,31,0.8453970309786385
668,0.15,0.005,60,0.95,37,0.8312743359058861
669,0.15,0.005,60,0.98,53,0.8485637390418311
670,0.15,0.005,70,0.8,12,0.8051543599452062
671,0.15,0.005,70,0.85,16,0.8269396680588901
672,0.15,0.005,70,0.9,22,0.8262050291449047
673,0.15,0.005,70,0.95,27,0.8221579300662658
674,0.15,0.005,70,0.98,40,0.8456666536460231
675,0.15,0.01,30,0.8,21,0.8318688979916713
676,0.15,0.01,30,0.85,31,0.8328443517188159
677,0.15,0.01,30,0.9,43,0.8311649994428109
678,0.15,0.01,30,0.95,54,0.8256267353633767
679,0.15,0.01,30,0.98,78,0.8422030984390128
680,0.15,0.01,40,0.8,20,0.8089368035927823
681,0.15,0.01,40,0.85,29,0.8257087273783152
682,0.15,0.01,40,0.9,42,0.8213927566511806
683,0.15,0.01,40,0.95,51,0.8237954359422535
684,0.15,0.01,40,0.98,71,0.8435132768086151
685,0.15,0.01,50,0.8,18,0.8229907387682592
686,0.15,0.01,50,0.85,26,0.830429584746183
687,0.15,0.01,50,0.9,36,0.8189735998994033
688,0.15,0.01,50,0.95,45,0.8285541483544601
689,0.15,0.01,50,0.98,61,0.8490041014910765
690,0.15,0.01,60,0.8,15,0.8143915277926098
691,0.15,0.01,60,0.85,21,0.8209614432303111
692,0.15,0.01,60,0.9,30,0.8256734290744149
693,0.15,0.01,60,0.95,36,0.8351558827630136
694,0.15,0.01,60,0.98,52,0.8388246032955594
695,0.15,0.01,70,0.8,12,0.8051543599452062
696,0.15,0.01,70,0.85,16,0.8269396680588901
697,0.15,0.01,70,0.9,22,0.8262050291449047
698,0.15,0.01,70,0.95,26,0.8300236712693707
699,0.15,0.01,70,0.98,39,0.8459141504658414
700,0.15,0.02,30,0.8,22,0.8270188314884406
701,0.15,0.02,30,0.85,30,0.8324501169021186
702,0.15,0.02,30,0.9,42,0.8329973851136193
703,0.15,0.02,30,0.95,54,0.8279838893683914
704,0.15,0.02,30,0.98,78,0.8413115700459081
705,0.15,0.02,40,0.8,19,0.8246248209456113
706,0.15,0.02,40,0.85,27,0.8296937201073176
707,0.15,0.02,40,0.9,39,0.8373393818684616
708,0.15,0.02,40,0.95,48,0.8125858026164273
709,0.15,0.02,40,0.98,67,0.845210118387714
710,0.15,0.02,50,0.8,19,0.8246248209456113
711,0.15,0.02,50,0.85,26,0.8358945421816906
712,0.15,0.02,50,0.9,36,0.8322217017257068
713,0.15,0.02,50,0.95,44,0.8281813737802303
714,0.15,0.02,50,0.98,60,0.8426530236558676
715,0.15,0.02,60,0.8,15,0.8143915277926098
716,0.15,0.02,60,0.85,21,0.8209614432303111
717,0.15,0.02,60,0.9,29,0.8280764121135593
718,0.15,0.02,60,0.95,34,0.8388958053225464
719,0.15,0.02,60,0.98,50,0.8502886880342844
720,0.15,0.02,70,0.8,11,0.8066454363702897
721,0.15,0.02,70,0.85,16,0.8269396680588901
722,0.15,0.02,70,0.9,22,0.8262050291449047
723,0.15,0.02,70,0.95,26,0.8312500730667711
724,0.15,0.02,70,0.98,38,0.84157997287993
725,0.15,0.05,30,0.8,22,0.8270188314884406
726,0.15,0.05,30,0.85,30,0.8324501169021186
727,0.15,0.05,30,0.9,42,0.8329973851136193
728,0.15,0.05,30,0.95,54,0.8279838893683914
729,0.15,0.05,30,0.98,78,0.8413115700459081
730,0.15,0.05,40,0.8,19,0.8246248209456113
731,0.15,0.05,40,0.85,27,0.8296937201073176
732,0.15,0.05,40,0.9,39,0.8373393818684616
733,0.15,0.05,40,0.95,48,0.8125858026164273
734,0.15,0.05,40,0.98,67,0.845210118387714
735,0.15,0.05,50,0.8,19,0.8246248209456113
736,0.15,0.05,50,0.85,26,0.8358945421816906
737,0.15,0.05,50,0.9,36,0.8322217017257068
738,0.15,0.05,50,0.95,44,0.8281813737802303
739,0.15,0.05,50,0.98,60,0.8426530236558676
740,0.15,0.05,60,0.8,15,0.8143915277926098
741,0.15,0.05,60,0.85,21,0.8209614432303111
742,0.15,0.05,60,0.9,29,0.8280764121135593
743,0.15,0.05,60,0.95,34,0.8388958053225464
744,0.15,0.05,60,0.98,50,0.8502886880342844
745,0.15,0.05,70,0.8,11,0.8066454363702897
746,0.15,0.05,70,0.85,16,0.8269396680588901
747,0.15,0.05,70,0.9,22,0.8262050291449047
748,0.15,0.05,70,0.95,26,0.8312500730667711
749,0.15,0.05,70,0.98,38,0.84157997287993
