smiles,source_columns
O=C(C1=CC(NC(C2=CC=CC=C2)=O)=CC(C([Fr])=O)=C1)OCCO[Rb],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC(OC2=CC(C(N([Rb])C3=O)=O)=C3C=C2)=CC=C1C4=O)N4C(NC5=CC=C(S(=O)(C6=CC=C(NC([Fr])=S)C=C6)=O)C=C5)=S,LOI.csv:smiles1
O=C(C1=CC2=C(OC3=C(P2(C4=CC=CC=C4)(C5=CC=CC=C5)=O)C=C(C=C3)C(OCCO[Fr])=O)C=C1)OCCO[Rb],T5.csv:smiles2
O=C(C1=CC=C(C#CC2=CC=C(C=C2)C([Fr])=O)C=C1)OCCO[Rb],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1)NC3=CC(C([Fr])=O)=CC(C(OCCO[Rb])=O)=C3,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1C(OCCCO[Rb])=O)[Fr],LOI.csv:smiles2;T5.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1C(OCCO[Rb])=O)[Fr],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC=C(C(N(C2=CC=C(OC3=CC=C(N4C(C(C=C(C([Fr])=O)C=C5)=C5C4=O)=O)C=C3)C=C2)C6=O)=O)C6=C1)NC7=CC=C(N[Rb])C=C7,T5.csv:smiles1;Tg.csv:smiles1
O=C(C1=CC=C(C(N(OCCOC(C2=CC=C(C=C2)C([Fr])=O)=O)C3=O)=O)C3=C1)C4=CC=C5C(C(N(OCCO[Rb])C5=O)=O)=C4,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C(C1=CC=C(C(N([Fr])C2=O)=O)C2=C1)C3=CC(C(N(C4=CC=C(C5=C(C)C=C(N6C(C7=CC(C(C8=CC(C(N([Rb])C9=O)=O)=C9C=C8)=O)=CC=C7C6=O)=O)C=C5)C(C)=C4)C%10=O)=O)=C%10C=C3,T5.csv:smiles1
O=C(C1=CC=C(C(N([Fr])C2=O)=O)C2=C1)C3=CC(C(N(C4=CC=C(CC5=CC=C(N6C(C7=CC(C(C8=CC(C(N([Rb])C9=O)=O)=C9C=C8)=O)=CC=C7C6=O)=O)C=C5)C=C4)C%10=O)=O)=C%10C=C3,T5.csv:smiles1
O=C(C1=CC=C(C(N([Fr])C2=O)=O)C2=C1)C3=CC(C(N(C4=CC=C(N5C(C6=CC(C(C7=CC(C(N([Rb])C8=O)=O)=C8C=C7)=O)=CC=C6C5=O)=O)C=C4)C9=O)=O)=C9C=C3,T5.csv:smiles1
O=C(C1=CC=C(C(N([Fr])C2=O)=O)C2=C1)C3=CC(C(N(C4=CC=C(OC5=CC=C(N6C(C7=CC(C(C8=CC(C(N([Rb])C9=O)=O)=C9C=C8)=O)=CC=C7C6=O)=O)C=C5)C=C4)C%10=O)=O)=C%10C=C3,T5.csv:smiles1
O=C(C1=CC=C(C(N([Fr])C2=O)=O)C2=C1)C3=CC(C(N(C4=CC=C(S(C5=CC=C(N6C(C7=CC(C(C8=CC(C(N([Rb])C9=O)=O)=C9C=C8)=O)=CC=C7C6=O)=O)C=C5)(=O)=O)C=C4)C%10=O)=O)=C%10C=C3,T5.csv:smiles1
O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],LOI.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C(C1=CC=C(C(OCCO[Rb])=O)C=C1)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C(C1=CC=C(C2)C(P(C3=C2C=CC(C(OCCO[Fr])=O)=C3)(O[K])=O)=C1)O[Rb],LOI.csv:smiles2;T5.csv:smiles2
O=C(C1=CC=C(C=C1)/C=N/C2=CC=C(C=C2)/N=C/C3=CC=C(C=C3)C(OCCO[Rb])=O)[Fr],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C(C1=CC=C(C=C1)C(OCCO[Rb])=O)[Fr],UL-94.csv:smiles1
O=C(C1=CC=C(C=C1)C(O[Fr])=O)OCCO[Rb],LOI.csv:smiles1;T5.csv:smiles1
O=C(C1=CC=C(C=C1)NC(C2=CC=C(C=C2)C([Fr])=O)=O)OC3=CC(P4(OC5=C(C=CC=C5)C6=C4C=CC=C6)=O)=C(C7=C3C=CC=C7)OC(C8=CC=C(C=C8)N[Rb])=O,LOI.csv:smiles1
O=C(C1=CC=C(C=C1)NC(C2=CC=C3C(C=CC(C([Fr])=O)=C3)=C2)=O)OC4=CC(P5(OC6=C(C=CC=C6)C7=C5C=CC=C7)=O)=C(C8=C4C=CC=C8)OC(C9=CC=C(C=C9)N[Rb])=O,LOI.csv:smiles1
O=C(C1=CC=C(C=C1)OC2=NC(OC3=CC=C(C=C3)C([Fr])=O)=NC(NC4CC(C)(NC(C)(C4)C)C)=N2)NCCCCCCCCCC[Rb],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC=C(C=C1C(OCCO[Rb])=O)C#CC2=CC=CC=C2)[Fr],UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C(C1=CC=C(N2C(C3=CC(C([Rb])=O)=CC=C3C2=O)=O)C=C1)NC4=C(O)C=CC(C(C5=CC=C(O)C(N[Fr])=C5)(C(F)(F)F)C(F)(F)F)=C4,T5.csv:smiles1
O=C(C1=CC=C(NC(C2=CC=C(OC3=CC=C(C=C3)OC4=CC=C(C=C4)C([Fr])=O)C=C2)=O)C=C1)OC5=CC(P6(OC7=C(C=CC=C7)C8=C6C=CC=C8)=O)=C(C9=C5C=CC=C9)OC(C%10=CC=C(N[Rb])C=C%10)=O,LOI.csv:smiles1
O=C(C1=CC=C(OC2=CC=C(OCCOC(C(C=C3)=CC=C3C([Fr])=O)=O)C=C2)C=C1)C4=CC=C(OC5=CC=C(OCCO[Rb])C=C5)C=C4,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC=C2C(NC(C3=CC=CC(C4=NC5=C(N4)C=C(C=C5)C([Fr])=O)=C3)=N2)=C1)OCCO[Rb],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(C1=CC=CC(C([Fr])=O)=C1)NC(C=C2)=CC(C3=NC(C4=CC=CC=C4)=C(N3)C5=CC=CC=C5)=C2OC6=CC(C(C7=CC(OC(C(C8=NC(C9=CC=CC=C9)=C(N8)C%10=CC=CC=C%10)=C%11)=CC=C%11N[Rb])=CC=C7)=O)=CC=C6,T5.csv:smiles1;Tg.csv:smiles1
O=C(CC(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])=O)OCCCCO[Rb],LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(CC(CP1(OC2=C(C=CC=C2)C3=C1C=CC=C3)=O)C([Fr])=O)NCCCCCN[Rb],LOI.csv:smiles2;T5.csv:smiles2;UL-94.csv:smiles2
O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)NCCCCCCN[Rb],LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(CCC(Cl)=O)Cl,LOI.csv:smiles2;Tg.csv:smiles2
O=C(CCC([Rb])=O)O[Fr],LOI.csv:smiles1;UL-94.csv:smiles1
O=C(CCCCC(NCCCCCN[Rb])=O)[Fr],LOI.csv:smiles1;T5.csv:smiles1;UL-94.csv:smiles1
O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C(CCCCC([Fr])=O)ONCCCCCCN[Rb],LOI.csv:smiles1;UL-94.csv:smiles1
O=C(CCCCCCC(Cl)=O)Cl,LOI.csv:smiles2;Tg.csv:smiles2
O=C(CCCCCCCCC([Fr])=O)NC(C=C1)=CC(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1OC5=CC(C(C6=CC(OC(C(C7=NC(C8=CC=CC=C8)=C(N7)C9=CC=CC=C9)=C%10)=CC=C%10N[Rb])=CC=C6)=O)=CC=C5,T5.csv:smiles1;Tg.csv:smiles1
O=C(CCP(O[Rb])(C1=CC=CC=C1)=O)[Fr],LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(N(CCO)C(N1CCO)=O)N(CCO)C1=O,LOI.csv:mix_smiles2;UL-94.csv:mix_smiles2
O=C(N1C2=CC(C([Fr])=O)=CC=C2O)C3=CC(C(OCCCCO[Rb])=O)=CC=C3C1=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(N1C2=CC=C(C(OCCCO[Rb])=O)C=C2O)C3=CC(C([Fr])=O)=CC=C3C1=O,LOI.csv:smiles2;Tg.csv:smiles2
O=C(N1C2=CC=C(C(OCCO[Rb])=O)C=C2O)C3=CC(C([Fr])=O)=CC=C3C1=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C(F)(F)F)(C(F)(F)F)C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=CC=C5)C=C1)C%11=CC=CC(C([Fr])=O)=C%11,T5.csv:smiles1;Tg.csv:smiles1
O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C(F)(F)F)(C(F)(F)F)C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=CC=C5)C=C1)C%11=CC=CC(C([Fr])=O)=N%11,T5.csv:smiles1;Tg.csv:smiles1
O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C(F)(F)F)(C(F)(F)F)C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=CC=C5)C=C1)CCCCCCCCC([Fr])=O,T5.csv:smiles1;Tg.csv:smiles1
O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=O)=CC=C5)C=C1)C%11=CC=CC(C([Fr])=O)=N%11,T5.csv:smiles1;Tg.csv:smiles1
O=C(NC1=CC=C(C=C1)C(OCCO[Rb])=O)C2=CC=C(C=C2)C([Fr])=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(NC1=CC=C(NP(NC2=CC=C(P(NC3=CC=C(P(NC4=CC=C(P(NC5=CC=C(P(NC6=CC=C(N[Rb])C=C6)(C7=CC=CC=C7)=O)C=C5)(C8=CC=CC=C8)=O)C=C4)(C9=CC=CC=C9)=O)C=C3)(C%10=CC=CC=C%10)=O)C=C2)(C%11=CC=CC=C%11)=O)C=C1)CCCCC([Fr])=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(NCCCCCCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O,LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C(NCCCCCCN[Fr])CCCCC(NCCCCCCN[Rb])=O,LOI.csv:smiles2;UL-94.csv:smiles2
O=C(NCCCCCCN[Rb])C1=CC=C(NP(C2=CC=CC=C2)(CCC(NC3=CC=C(C(O[Fr])=O)C=C3)=O)=O)C=C1,LOI.csv:smiles2;UL-94.csv:smiles2
O=C(NCCCCCCN[Rb])CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O,LOI.csv:smiles2;UL-94.csv:smiles2
O=C(NCCCCCCN[Rb])CCCCC([Fr])=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C(NCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,LOI.csv:smiles2;T5.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C(NCOP(C)(OCP1(OC2=C(C3=CC=CC=C31)C=CC=C2)=O)=O)C([Fr])C[Rb],LOI.csv:smiles2
O=C(O)C(C=C1)=CC=C1C([Fr])C[Rb],LOI.csv:smiles2
O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C([Fr])C[Rb],LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C(OC1=C(P2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)C=C(O[Rb])C=C1)C5=CC=C(NC(C6=CC=C(C(NC7=CC=C(C([Fr])=O)C=C7)=O)C=C6)=O)C=C5,LOI.csv:smiles1
O=C(OC1=CC(P2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)=C(OC(C5=CC=C(N[Rb])C=C5)=O)C6=C1C=CC=C6)C7=CC=C(NC(C8=CC(C([Fr])=O)=CC=C8)=O)C=C7,LOI.csv:smiles1
O=C(OC1=CC(P2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)=C(OC(C5=CC=C(N[Rb])C=C5)=O)C6=C1C=CC=C6)C7=CC=C(NC(C8=CC=C(C=C8)OC9=CC=C(C([Fr])=O)C=C9)=O)C=C7,LOI.csv:smiles1
O=C(OC1=CC(P2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)=C(OC(C5=CC=C(N[Rb])C=C5)=O)C6=C1C=CC=C6)C7=CC=C(NC(C8=CC=C(C=C8)S(C9=CC=C(C([Fr])=O)C=C9)(=O)=O)=O)C=C7,LOI.csv:smiles1
O=C(OC1=CC(P2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)=C(OC(C5=CC=CC(N[Rb])=C5)=O)C6=C1C=CC=C6)C7=CC(NC(C8=CC(C([Fr])=O)=CC=C8)=O)=CC=C7,LOI.csv:smiles1
O=C(OC1=CC(P2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)=C(OC(C5=CC=CC(N[Rb])=C5)=O)C6=C1C=CC=C6)C7=CC(NC(C8=CC=C(C=C8)OC9=CC=C(C([Fr])=O)C=C9)=O)=CC=C7,LOI.csv:smiles1
O=C(OC1=CC(P2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)=C(OC(C5=CC=CC(N[Rb])=C5)=O)C6=C1C=CC=C6)C7=CC(NC(C8=CC=C(C=C8)S(C9=CC=C(C([Fr])=O)C=C9)(=O)=O)=O)=CC=C7,LOI.csv:smiles1
O=C(OCCCCO[Rb])CCC([Fr])=O,LOI.csv:smiles1
O=C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)C([Fr])C[Rb],LOI.csv:smiles2;T5.csv:smiles2
O=C(OCCN(P(OCC)(OCC)=O)C)C([Fr])C[Rb],LOI.csv:smiles2
O=C(OCCOP(OC1=CC=CC=C1)(N(CC)CC)=O)C([Fr])C[Rb],Tg.csv:smiles2
O=C(OCCOP(OCC)(OCC)=O)C([Fr])C[Rb],LOI.csv:smiles2
O=C(OCCOP(OCP(OCC)(OCC)=O)(C1=CC=CC=C1)=O)C([Fr])C[Rb],LOI.csv:smiles2;UL-94.csv:smiles2
O=C(OCCO[Rb])C1=CC(NC(C2=CC=C(C#N)C=C2)=O)=CC(C([Fr])=O)=C1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(OCCO[Rb])C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C4=NC5=CC=C(C([Fr])=O)C=C5N4)C=C3,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(OCCO[Rb])C1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)OC4=CC=C(C5=NC6=CC=C(C([Fr])=O)C=C6N5)C=C4,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C(OCCO[Rb])C1=CC2=C(C=C1)OC3=C(C=C(C(OCCO[Fr])=O)C=C3)P2(C4=CC=CC=C4)=O,LOI.csv:smiles2
O=C(OCCO[Rb])C1=CC=C(C(O[Fr])=O)C=C1,LOI.csv:smiles1;T5.csv:smiles1
O=C(OCCO[Rb])C1=CC=C2N=C(C3=CC(C4=NC5=C(C=C(C=C5)C([Fr])=O)N4)=CC(S(=O)([O-])=O)=C3)NC2=C1.[K+],LOI.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C(OCCO[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,LOI.csv:smiles2;Tg.csv:smiles2
O=C(OCCO[Rb])CCP([Fr])(C1=CC=CC=C1)=O,LOI.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C(OCP(OCC)(OCC)=O)C([Fr])C[Rb],LOI.csv:smiles2
O=C(OCP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])C[Rb],LOI.csv:smiles2;T5.csv:smiles2;UL-94.csv:smiles2
O=C(OCP1(OC2=C(C3=CC=CC=C31)C=CC=C2)=O)C([Fr])C[Rb],LOI.csv:smiles2
O=C(O[Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,LOI.csv:smiles1;Tg.csv:smiles1
O=C(O[Fr])OC(C=C1)=CC=C1OC(C=C2)=CC=C2OC(OC3=CC=C(C4(C5=CC=C([Rb])C=C5)C6=CC=CC=C6C(O4)=O)C=C3)=O,LOI.csv:smiles1
O=C(O[Fr])OC(C=C1)=CC=C1SC(C=C2)=CC=C2OC(OC3=CC=C(C4(C5=CC=C([Rb])C=C5)C6=CC=CC=C6C(O4)=O)C=C3)=O,LOI.csv:smiles1
O=C(O[Rb])C1=CC=C(C(OCCO[Fr])=O)C=C1,UL-94.csv:smiles1
O=C([Fr])C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(OCCO[Rb])=O,LOI.csv:smiles2;Tg.csv:smiles2
O=C([Fr])C1=CC(C(=O)OCCO[Rb])=CC(/N=C/C2=CC=CC=C2)=C1,UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C([Fr])C1=CC(C(=O)OCCO[Rb])=CC(N2C(=O)C3=CC=C(C#CC4=CC=CC=C4)C=C3C2=O)=C1,UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C([Fr])C1=CC(C(OCCO[Rb])=O)=CC(OC2=CC=C(C(C#N)=C2)C#N)=C1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C([Fr])C1=CC(C(OCCO[Rb])=O)=CC(OC2=CC=C(C=C2)C#N)=C1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C([Fr])C1=CC(O)=C(N2C(=O)C3=CC=C(C(=O)OCCO[Rb])C=C3C2=O)C=C1,UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C([Fr])C1=CC2=C(NC(C3=CC(S(=O)([O-])=O)=CC(C4=NC5=C(N4)C=CC(C(OCCO[Rb])=O)=C5)=C3)=N2)C=C1.[K+],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C([Fr])C1=CC2=C(NC(C3=CC(S(=O)([O-])=O)=CC(C4=NC5=C(N4)C=CC(C(OCCO[Rb])=O)=C5)=C3)=N2)C=C1.[Na+],LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(C#CC2=CC=CC=C2)C=C1C(=O)OCCCO[Rb],LOI.csv:smiles2;T5.csv:smiles2;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(C(=O)OCCCCO[Rb])C=C1,LOI.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])C1=CC=C(C(OCCCO[Rb])=O)C=C1,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])C1=CC=C(C(OCCOC(C=C2)=CC=C2CC(C=C3)=CC=C3OCCO[Rb])=O)C=C1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(C(OCCO[Rb])=O)C=C1,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])C1=CC=C(C(OCCOc2ccc(Cc3ccc(OCCO[Rb])cc3)cc2)=O)C=C1,UL-94.csv:smiles2
O=C([Fr])C1=CC=C(C2=NC3=CC=C(C=C3N2)C(OCCO[Rb])=O)C=C1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(C=C1)C(OCCCCO[Rb])=O,LOI.csv:smiles1;T5.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])C1=CC=C(C=C1)C(OCCON2C(C3=C(C2=O)C=C(C=C3)C4=CC=C5C(N(OCCO[Rb])C(C5=C4)=O)=O)=O)=O,UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(C=C1)C(OCCO[Rb])=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])C1=CC=C(C=C1)OC2=CC(C#N)=CC(OC3=CC=C(C=C3)C(OCCO[Rb])=O)=C2,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(C=C1)OC2=CC=CC(OC3=CC=C(C=C3)C(OCCO[Rb])=O)=C2C#N,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:mix_smiles1;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(OC(C2=CC=CC=C2C(OC3=CC=C(O[Rb])C=C3P4(OC(C=CC=C5)=C5C6=C4C=CC=C6)=O)=O)=O)C=C1,LOI.csv:smiles2;UL-94.csv:smiles2
O=C([Fr])C1=CC=C(O[Rb])C=C1,T5.csv:smiles1;Tg.csv:smiles1
O=C([Fr])C1=CC=C(P(=O)(C2=CC=CC=C2)C2=CC=C(C(=O)OCCO[Rb])C=C2)C=C1,LOI.csv:smiles2;Tg.csv:smiles2
O=C([Fr])CCC(OCCCCO[Rb])=O,LOI.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])CCCCC(NCCCCCCN[Rb])=O,LOI.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])CCCCC(NCCCCCN[Rb])=O,T5.csv:smiles2
O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C([Fr])c1ccc(C(OCCOc2cc(P3(Oc4c(c5ccccc53)cccc4)=O)c(OCCO[Rb])cc2)=O)cc1,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C([Rb])C(C(OCCOC)=C1)=CC(OCCOC)=C1C2=NC(C=C3)=C(O2)C=C3C(C=C4)=CC5=C4N=C([Fr])O5,LOI.csv:smiles1
O=C([Rb])C1=C(C(OCCO[Fr])=O)C=C(C#CC2=CC=CC=C2)C=C1,UL-94.csv:smiles2
O=C(c1cc(C(N(c2cc(P(c3cc(N4C(c5ccc(C([Rb])=O)cc5C4=O)=O)ccc3)(c6ccccc6)=O)ccc2)C7=O)=O)c7cc1)N8C(C(C)(C)N([Fr])C8=O)=O,LOI.csv:smiles1;T5.csv:smiles1
O=C(c1ccc(NP(Nc2ccc(C([Rb])=O)cc2)(Nc3ccccc3)=O)cc1)Oc4ccc(C(C)(C)c5ccc(O[Fr])cc5)cc4,LOI.csv:smiles1
O=C(c1ccc(NP(Nc2ccc(C([Rb])=O)cc2)(Nc3ccccc3)=O)cc1)Oc4ccc(O[Fr])cc4,LOI.csv:smiles1
O=C(c1ccc2c(c1)C(=O)N(C2=O)C1N=CC(S1)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)C1C=NC(S1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb])Nc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)[Fr],T5.csv:smiles1;Tg.csv:smiles1
O=C(c1ccc2c(c1)CN(C2)CCCCCCN1Cc2c(C1)ccc(c2)C(=O)Oc1ccc(cc1)C(=O)[Rb])Oc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OC(=O)c1ccc(cc1)C(=O)[Fr],T5.csv:smiles1;Tg.csv:smiles1;UL-94.csv:smiles1
O=C1/C(CCC/C1=C\C2=CC(OC)=C(C=C2)OCCO[Rb])=C/C3=CC=C(C(OC)=C3)OCCOC(C4=CC=C(C=C4)C([Fr])=O)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C1C(C2=CC=CC=C2)=CC(N1C3=CC(C([Fr])=O)=CC(C(OCCO[Rb])=O)=C3)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2;UL-94.csv:smiles2
O=C1C2C(C(N1C3=CC(C([Fr])=O)=CC(C(OCCO[Rb])=O)=C3)=O)C4C=CC2C4,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
O=C1C2C(C(N1C3=CC(C([Fr])=O)=CC(C(OCCO[Rb])=O)=C3)=O)C4C=CC2O4,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
O=C1N(C(C2=CC(OC3=CC(C(N([Rb])C4=O)=O)=C4C=C3)=CC=C21)=O)C5=CC=C(C=C5)C(C)(C6=CC=C(C(C)(C7=CC=C([Fr])C=C7)C)C=C6)C,LOI.csv:smiles1;T5.csv:smiles1
O=C1N(C(C2=CC(OC3=CC(C(N([Rb])C4=O)=O)=C4C=C3)=CC=C21)=O)C5=CC=C(C=C5O)C(C)(C6=CC(O)=C([Fr])C=C6)C,LOI.csv:smiles1;T5.csv:smiles1
