smiles,source_columns
[Fr]NCCCCCCCCNC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(c2ccc(cc2)Oc2ccc(cc2)C(=O)[Rb])c2ccccc2c2c1cccc2,T5.csv:smiles1
[Fr]NCCCCCCNC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(c2ccc(cc2)Oc2ccc(cc2)C(=O)[Rb])c2ccccc2c2c1cccc2,T5.csv:smiles1
[Fr]NCCCCCCNP(=O)([Rb])C,T5.csv:smiles1
[Fr]NCCCCNC(=O)c1ccc(cc1)Oc1ccc(cc1)C1(c2ccc(cc2)Oc2ccc(cc2)C(=O)[Rb])c2ccccc2c2c1cccc2,T5.csv:smiles1
[Fr]NCCC[Si](O[Si](CCCNP(=O)(c1ccccc1)[Rb])(C)C)(C)C,T5.csv:smiles1
[Fr]NCP(=O)(c1ccccc1)c1cccc(c1)NC(=O)C(N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb])C(C)C,LOI.csv:smiles1;T5.csv:smiles1
[Fr]NCP(=O)(c1ccccc1)c1cccc(c1)NC(=O)C(N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb])Cc1ccccc1,LOI.csv:smiles1;T5.csv:smiles1
[Fr]NCP(c1ccccc1)(c2cc(NC(C(C)N3C(c4ccc(C([Rb])=O)cc4C3=O)=O)=O)ccc2)=O,LOI.csv:smiles1;T5.csv:smiles1
[Fr]Nc1cc(cc(c1)C(=O)NCCc1ccc(c(c1)O)O)NC(=O)[C@@H](n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)[C@H](C(=O)[Rb])C)C,T5.csv:smiles1
[Fr]Nc1ccc(c(c1)C)NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)C)cc(c1)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)C(=O)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)C1N=CC(S1)c1ccc(cc1)C1SC(C(C1c1ccccc1)c1ccccc1)c1ccc(cc1)C1C=NC(S1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)C1C(=O)c2c(C1=O)ccc(c2)C(=O)NC(=S)Nc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)C1C(=O)c2c(C1=O)ccc(c2)C(=O)NC(=S)Nc1ccc(cc1)NC(=O)c1cccc(c1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)C)cc(c1)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)C1N=CC(S1)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)C1C=NC(S1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)Cc1ccc(cc1)NP1(=O)OCC2(CO1)COP(=O)(OC2)[Rb],T5.csv:smiles1
[Fr]Nc1ccc(cc1)NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)C)cc(c1)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)P(=O)(c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb])c1ccccc1,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)NC(=O)c1cccnc1/N=N/NC(=S)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=S)N/N=N/c1ncccc1C(=O)[Rb],LOI.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)NC(P1(=O)Oc2ccccc2c2c1cccc2)c1ccc(cc1)C(P1(=O)Oc2ccccc2c2c1cccc2)Nc1ccc(cc1)C(=O)[Rb])(C)C,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cc(ccc1C(=O)O)c1ccc(c(c1)C(=O)O)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Nc1nc(Nc2ccc(cc2)C(=O)[Rb])nc(n1)N1CCOCC1,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)Nc1ncnc(n1)Nc1ccc(cc1)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)C1N=CC(S1)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)C1C=NC(S1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1cccnc1/N=N/NC(=S)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=S)N/N=N/c1ncccc1C(=O)[Rb],LOI.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)NC(=O)CCCCC(=O)[Rb],LOI.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)NC(=O)CCCCCCCCC(=O)[Rb],LOI.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1
[Fr]Nc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)NC(=O)c1cccc(c1)C(=O)[Rb],LOI.csv:smiles1
[Fr]Nc1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)NC(=O)C(N1C(=O)C2C(C1=O)C1C=CC2C2C1C(=O)N(C2)C(C(=O)[Rb])CC)CC,LOI.csv:smiles1;T5.csv:smiles1
[Fr]Nc1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)NC(=O)C(N1C(=O)C2C(C1=O)C1C=CC2C2C1C(=O)N(C2)C(C(CC)C)C(=O)[Rb])C(CC)C,LOI.csv:smiles1;T5.csv:smiles1
[Fr]Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)CC(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1cc(N=C(C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)C)O)cc(c1)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)C1N=CC(S1)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)C1C=NC(S1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1cc(N=C(C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)C)O)cc(c1)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)Oc1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1cccc(c1)NC(=O)c1cc(cc(c1)C(=O)[Rb])NC(=O)C(N1C(=O)c2c(C1=O)c(Br)c(c(c2Br)Br)Br)C,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1cccc(c1)NC(=O)c1ccc(cc1)Nc1nc(Nc2ccc(cc2)C(=O)[Rb])nc(n1)N1CCOCC1,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1cccc(c1)P(=O)(c1ccccc1)c1cccc(c1)NC(=O)C(n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)C(C(=O)[Rb])C)C,LOI.csv:smiles1;T5.csv:smiles1
[Fr]Nc1cccc(c1)P(=O)(c1ccccc1)c1cccc(c1)NC(=O)C(n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)C(C(=O)[Rb])CC)CC,LOI.csv:smiles1;T5.csv:smiles1
[Fr]Nc1cccc(c1)P(=O)(c1ccccc1)c1cccc(c1)NC(=O)C(n1c(=O)c2c(c1=O)cc1c(c2)c(=O)n(c1=O)C(C(=O)[Rb])Cc1ccccc1)Cc1ccccc1,LOI.csv:smiles1;T5.csv:smiles1
[Fr]Nc1cccc(c1)P(=O)(c1ccccc1)c1cccc(c1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)P(=O)(c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb])c1ccccc1,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1cccc(n1)NC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1cccc(c1)P(=O)(c1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb])c1ccccc1,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1cccc2c1cccc2NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)C)cc(c1)C(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Nc1cccc2c1cccc2NC(=O)c1cccnc1/N=N/NC(=S)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=S)N/N=N/c1ncccc1C(=O)[Rb],LOI.csv:smiles1
[Fr]Nc1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]OC(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)Oc1ccc(cc1)[Rb])(C)C,LOI.csv:smiles1;UL-94.csv:smiles1
[Fr]OC(=O)c1cccc(c1)C(=O)Oc1ccc(cc1)CC(=O)c1ccc(cc1)[Rb],T5.csv:smiles1
[Fr]OC(C(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)CC(OCCCO[Rb])=O)=O,LOI.csv:smiles2;T5.csv:smiles2;Tg.csv:smiles2
[Fr]OC1=CC=C(C(C2=CC=C(OC(C3=CC=C(C(C4=CC=CC=C45)(C6=CC=C(C=C6)C([Rb])=O)OC5=O)C=C3)=O)C=C2)(C7=CC=CC=C78)NC8=O)C=C1,LOI.csv:smiles1
[Fr]OC1=CC=C(C(C2=CC=C(OC3=CC=C(C(NCCCCNC(C4=CC=C([Rb])C=C4)=O)=O)C=C3)C=C2)(C)C5=CC=CC=C5)C=C1,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]OC1=CC=C(C(C2=CC=CC=C2C3=O)(N3)C4=CC=C(OC(C5=CC=C(C([Rb])=O)C=C5)=O)C=C4)C=C1,LOI.csv:smiles1
[Fr]OC1=CC=C(C(C2=CC=CC=C2C3=O)(N3)C4=CC=C(OC(C5=CC=CC(C([Rb])=O)=C5)=O)C=C4)C=C1,LOI.csv:smiles1
[Fr]OC1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=C(C=C3)OC4=CC=C(C=C4)C(NCCNC(C5=CC=C(C=C5)[Rb])=O)=O)C,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]OC1=CC=C(C=C1)C(N2)(C3=CC=C(C=C3)OC([Rb])=O)C4=CC=CC=C4C2=O,LOI.csv:smiles1
[Fr]OCCCCOC(=O)C(CP1(=O)Oc2ccccc2c2c1cccc2)CC(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]OCCCCOC(=O)CCC(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]OCCCCOC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)[Rb],LOI.csv:smiles1
[Fr]OCCCOC(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]OCCCOc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OCCCOC(=O)CCC(=O)[Rb],LOI.csv:smiles1
[Fr]OCCCOc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OCCCOC(=O)CCCCCCC(=O)[Rb],LOI.csv:smiles1
[Fr]OCCCOc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OCCCOC(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1
[Fr]OCCOC(=O)c1ccc2c(c1)ccc(c2)C(=O)[Rb],Tg.csv:smiles1
[Fr]OCCOc1c(Br)cc(cc1Br)C(C(F)(F)F)(C(F)(F)F)c1cc(Br)c(c(c1)Br)OCCOP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]OCCOc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OCCOP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccc(cc1)Br)[Rb],LOI.csv:smiles1
[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccc(cc1)C)[Rb],LOI.csv:smiles1
[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccc(cc1)N(=O)=O)[Rb],LOI.csv:smiles1
[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccc(cc1)OC)[Rb],LOI.csv:smiles1
[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]OCCOc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OCCOC(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]OCCOc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OCCOC(=O)c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]OCCOc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OCCOC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]OCCOc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OCCOC(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]OCCOc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OCCOC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]OCCOc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OCCOC(=O)c1ccc2c(c1)ccc(c2)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]OCCOc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OCCOC(=O)c1cccc(c1)C(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]OCc1ccc(o1)C1OCC(CO1)(CC)COCC1(CC)COC(OC1)c1ccc(o1)COC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]OP(=O)(c1ccccc1)Oc1ccc(cc1)CC(=O)c1ccc(cc1)[Rb],T5.csv:smiles1
[Fr]O[SiH](CCP1(=O)Oc2ccccc2c2c1cccc2)[Rb],T5.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(C(F)(F)F)(C(F)(F)F)c1cc(Br)c(c(c1)Br)OC(=O)[Rb],T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(C(F)(F)F)(C(F)(F)F)c1cc(Br)c(c(c1)Br)OP(=O)(Oc1ccc(cc1)C)[Rb],LOI.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(C(F)(F)F)(C(F)(F)F)c1cc(Br)c(c(c1)Br)OP(=O)(Oc1ccc(cc1)N(=O)=O)[Rb],LOI.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(C(F)(F)F)(C(F)(F)F)c1cc(Br)c(c(c1)Br)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(c1cc(Br)c(c(c1)Br)OC(=O)[Rb])(C)C,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(c1cc(Br)c(c(c1)Br)OC(=O)c1ccc(cc1)NP(=O)(Nc1ccc(cc1)C(=O)[Rb])Nc1ccccc1)(C)C,LOI.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(c1cc(Br)c(c(c1)Br)OP(=O)(Oc1c(Br)cc(c(c1Br)CCCCCCCCCCCCCC(C(Br)(Br)Br)Br)Br)[Rb])(C)C,LOI.csv:smiles1;T5.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(c1cc(Br)c(c(c1)Br)OP(=O)(Oc1ccccc1)[Rb])(C)C,LOI.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C(c1cc(Br)c(c(c1)Br)OP(=O)(c1ccccc1)O[Rb])(C)C,LOI.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C1(OC(=O)c2c1cccc2)c1cc(Br)c(c(c1)Br)OC(=O)c1ccc(cc1)NP(=O)(Nc1ccc(cc1)C(=O)[Rb])Nc1ccccc1,LOI.csv:smiles1
[Fr]Oc1c(Br)cc(cc1Br)C1(OC(=O)c2c1cccc2)c1cc(Br)c(c(c1)Br)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1c(C)cc(cc1C)S(=O)(=O)c1cc(C)c(c(c1)C)OP(=O)(Oc1ccc(cc1)C)[Rb],LOI.csv:smiles1
[Fr]Oc1c(C)cc(cc1C)S(=O)(=O)c1cc(C)c(c(c1)C)OP(=O)(Oc1ccc(cc1)N(=O)=O)[Rb],LOI.csv:smiles1
[Fr]Oc1c(C)cc(cc1C)S(=O)(=O)c1cc(C)c(c(c1)C)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(S(=O)(c2ccc(OP(c3ccccc3)(O[Rb])=O)cc2)=O)cc1,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],T5.csv:smiles1
[Fr]Oc1ccc(cc1)/C=N/CCNCC/N=C/c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],T5.csv:smiles1
[Fr]Oc1ccc(cc1)/C=N/c1ccc(cc1)/N=C/c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],T5.csv:smiles1
[Fr]Oc1ccc(cc1)/C=N/c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)/N=N/c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)/N=N/c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(=C(Cl)Cl)c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OC(=O)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)C)[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)Cl)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)[N+](=O)[O-])[Rb],LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb])(C)C)(C)C,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)OP(=O)(c1ccccc1)[Rb])(C)C)(C)C,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)[Rb])(C)C,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(Oc1c(Br)cc(c(c1Br)CCCCCCCCCCCCCC(C(Br)(Br)Br)Br)Br)[Rb])(C)C,LOI.csv:smiles1;T5.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(Oc1ccccc1)Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(c1ccccc1)[Rb])(C)C)(C)C,Tg.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb])(C)C,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(c1ccccc1)[Rb])(C)C,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)OP(=O)(c1ccccc1)[Rb])(CCC(=O)OCC12COP(=O)(OC1)OC2)C,T5.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)[Rb])c1ccccc1)(C)C,LOI.csv:smiles1;T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1C(F)(F)F)P(=O)(c1ccc(c(c1)C(F)(F)F)[Rb])c1ccccc1)(C)C,T5.csv:smiles1;Tg.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1cccc(c1)C(c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb])(C)C)(C)C,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1cccc(c1)C(c1ccc(cc1)OP(=O)(c1ccccc1)[Rb])(C)C)(C)C,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(CCC(CC1)C)c1ccc(cc1)OC(=O)CCC(=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(CCC(CC1)C)c1ccc(cc1)OC(=O)CCCCCCC(=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(CCC(CC1)C)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(=O)CCC(=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(=O)CCCCCCC(=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)OC(=O)c1ccc(cc1)NP(=O)(Nc1ccc(cc1)C(=O)[Rb])Nc1ccccc1,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)OP(=O)(Oc1c(Br)cc(c(c1Br)CCCCCCCCCCCCCC(C(Br)(Br)Br)Br)Br)[Rb],LOI.csv:smiles1;T5.csv:smiles1
[Fr]Oc1ccc(cc1)C1(OC(=O)c2c1cccc2)c1ccc(cc1)OP(=O)(c1ccccc1)[Rb],T5.csv:smiles1
[Fr]Oc1ccc(cc1)C1(c2ccc(cc2)OC(=O)[Rb])c2ccccc2c2c1cccc2,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)C1(c2ccc(cc2)OP(=O)(c2ccccc2)[Rb])c2ccccc2c2c1cccc2,LOI.csv:smiles1
[Fr]Oc1ccc(cc1)Cc1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)Cc1ccc(cc1)OP(=O)(c1ccccc1)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)C(=O)Nc1ccc(cc1)OP(=O)(c1ccc(cc1)Br)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)C(=O)Nc1ccc(cc1)OP(=O)(c1ccc(cc1)Cl)[Rb],LOI.csv:smiles1
[Fr]Oc1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccccc1)c1ccc(cc1)C(=O)Nc1ccc(cc1)OP(=O)(c1ccc(cc1)N(=O)=O)[Rb],LOI.csv:smiles1
