smiles,umap_1,umap_2,selected,random_state,n_neighbors,min_dist,metric,initialization,scaling
CC1=CC=CC(CNC2=CC=CC=C2)=C1,16.707281,-8.449561,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCNC,-1.6571844,4.069478,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=[PH](O)C1=CC=CC=C1,-12.196187,-1.0893943,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(N)C=C1,12.041817,-9.297132,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,3.8011937,7.260853,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC1=CC=C(OC)C=C1,3.6246598,6.724308,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
OPO,4.7906795,1.3439648,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=[PH](O)O,4.8085055,1.3010291,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1CC2=C(C=CC=C2)C1,-0.20982437,-2.8541286,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1CC2=CC=CC=C2C1,-0.17837518,-2.8063939,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1CC2=C(C=CC=C2)C1=O,-3.106704,-5.771092,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1CC2=CC=CC=C2C1=O,-3.1928964,-5.51066,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC(C=O)=CC=C1,8.400755,11.29757,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC=CC(C=O)=C1,8.390553,11.287081,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NCC1=CC(C=O)=CC=C1,8.330063,11.642656,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NCC1=CC=CC(C=O)=C1,8.351316,11.491465,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1C(=O)C2=C(C=CC=C2)C1=O,16.573772,-8.566449,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1C(=O)C2=CC=CC=C2C1=O,16.605362,-8.563934,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC(C=O)=CC=C1,9.3772745,10.620325,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC=CC(C=O)=C1,9.2551,10.434559,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC(=O)C1=CC(C=O)=CC=C1,9.575786,10.74955,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC(=O)C1=CC=CC(C=O)=C1,9.66563,10.907378,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COPC1=CC=CC=C1,-12.088888,-1.0926436,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN(C)C1=CC=CC=C1,5.6812606,-13.398593,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C(=O)NC2=CC=CC=C2)=CC=C1,16.68421,-8.47803,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(C(=O)NC2=CC=CC=C2)=C1,16.622787,-8.529165,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CO[PH](=O)C1=CC=CC=C1,-12.409058,-1.3435829,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,2.402059,7.5924625,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COPO,-8.216876,-6.604092,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CO[PH](=O)O,-8.328728,-6.6887536,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC=C(C2=CC=CC=C2)C=C1,30.41488,3.6349761,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNCC,-2.2993565,3.9130745,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COPOC,-7.7931156,-6.096777,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CO[PH](=O)OC,-7.9398465,-6.2190704,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC(=O)NC1=CC=CC=C1,15.529299,8.129978,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNC1=CC=CC=C1,15.389204,8.262003,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
OCCOCC1=CC=CC=C1,13.311053,4.268253,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C(OCCO)C1=CC=CC=C1,13.113429,4.2577105,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(N)=CC=C1,-1.6341666,16.743145,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(N)=C1,-1.4863839,16.812859,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCN,5.71588,6.098949,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNC=O,0.34740874,4.34467,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(OC2=CC=CC=C2)C=C1,4.336587,8.966702,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCOC,4.73308,4.707138,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCOC1=CC=CC=C1,6.557477,7.820289,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CPOC1=CC=CC=C1,29.394333,4.761682,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC(CNC2=CC=CC=C2)=CC=C1,5.6359086,26.845543,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC=CC(CNC2=CC=CC=C2)=C1,5.7597127,26.941372,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC(C(=O)NC2=CC=CC=C2)=CC=C1,5.616344,27.00217,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC=CC(C(=O)NC2=CC=CC=C2)=C1,5.572505,26.766033,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNC(C)=O,0.48396045,4.9525805,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COC1=CC=C(CC2=CC=CC=C2)C=C1,3.934549,7.889483,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC1=CC=C(O)C=C1,-10.758732,12.002965,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C[PH](=O)OC1=CC=CC=C1,29.483576,4.7568455,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC(C)C,9.47359,3.9803948,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCC=O,5.284477,6.084233,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC=C(OPC2=CC=CC=C2)C=C1,29.636768,4.588243,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=[PH](OC1=CC=CC=C1)C1=CC=CC=C1,29.784107,4.4961333,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC=C(C)C=C1,-0.1008702,14.672358,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(CN)C=C1,8.339294,10.061212,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CP(C1=CC=CC=C1)C1=CC=CC=C1,6.051954,14.215345,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC1=CC=C(C)C=C1,-10.440311,9.144344,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCNC,-1.4605604,4.042997,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC=C(C)C=C1,-0.086841114,15.290164,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C(N)=O)C=C1,8.03721,10.395264,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)=O,3.380938,12.056905,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCC(=O)NC,0.17261566,4.0656705,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCC(N)=O,0.15506773,4.3051033,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC1=CC(C)=CC=C1,-17.164835,2.1854644,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC1=CC=CC(C)=C1,-17.3935,2.571211,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C)=C(C)C=C1,-1.4857118,8.234008,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C)C(C)=C1,-1.5203251,8.323294,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(NC=O)=CC=C1,-17.320082,2.2504616,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(NC=O)=C1,-17.277445,2.0009358,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCNC1=CC(C)=CC=C1,-17.107555,2.164081,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCNC1=CC=CC(C)=C1,-17.18815,2.3230863,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(=O)NC1=CC(C)=CC=C1,-17.364481,2.385477,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(=O)NC1=CC=CC(C)=C1,-17.089243,2.21593,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
S,-2.5563335,13.230158,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCCN,5.8168087,5.9037533,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(O)=CC=C1,11.534642,4.302234,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(O)=C1,11.503931,4.2722173,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)C=O,3.966101,4.6387944,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C)=C(C=O)C=C1,-1.7936087,8.642448,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C=O)=C(C)C=C1,-1.8710165,8.608284,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C)C(C=O)=C1,-1.6314495,8.357126,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
