task,metric,global_vocabulary_size,active_feature_count,selected_motif_count,original_feature_count,correlation_feature_count,best_750_performance,best_750_feature_count,umap_random_state,umap_n_neighbors,umap_min_dist
UL94,ROC-AUC,5705,3261,84,3261,84,0.8566755289019795,84.0,48,5,0.8
