combination_id,freq_threshold,var_threshold,mi_threshold,corr_threshold,feature_count,performance
336,0.05,0.02,50,0.85,73,0.6371889555910558
337,0.05,0.02,50,0.9,95,0.6583937969445987
338,0.05,0.02,50,0.95,141,0.6644567907715916
339,0.05,0.02,50,0.98,199,0.6575231713666645
340,0.05,0.02,60,0.8,45,0.5542181298971364
341,0.05,0.02,60,0.85,62,0.6419252154262145
342,0.05,0.02,60,0.9,82,0.653090081180433
343,0.05,0.02,60,0.95,120,0.6661640335498433
344,0.05,0.02,60,0.98,169,0.6457949100026472
345,0.05,0.02,70,0.8,35,0.5393617795624425
346,0.05,0.02,70,0.85,48,0.6215134773816132
347,0.05,0.02,70,0.9,63,0.6415487741041297
348,0.05,0.02,70,0.95,88,0.6522487560056123
349,0.05,0.02,70,0.98,128,0.660544782846848
350,0.05,0.05,30,0.8,58,0.5953262671224359
351,0.05,0.05,30,0.85,83,0.6175991174757524
352,0.05,0.05,30,0.9,110,0.6417966362264627
353,0.05,0.05,30,0.95,158,0.6645535439358408
354,0.05,0.05,30,0.98,241,0.6633499409748035
355,0.05,0.05,40,0.8,49,0.5612492392497184
356,0.05,0.05,40,0.85,69,0.6179159399606226
357,0.05,0.05,40,0.9,93,0.656280616325314
358,0.05,0.05,40,0.95,139,0.676826812623464
359,0.05,0.05,40,0.98,208,0.6656805461740974
360,0.05,0.05,50,0.8,45,0.5876730352533481
361,0.05,0.05,50,0.85,63,0.645682042333123
362,0.05,0.05,50,0.9,83,0.6534520666885705
363,0.05,0.05,50,0.95,126,0.6664268690361903
364,0.05,0.05,50,0.98,182,0.6436115429161212
365,0.05,0.05,60,0.8,37,0.5534869058537473
366,0.05,0.05,60,0.85,53,0.6318209169037623
367,0.05,0.05,60,0.9,71,0.6557675448361012
368,0.05,0.05,60,0.95,105,0.656267315584526
369,0.05,0.05,60,0.98,149,0.6531419391620255
370,0.05,0.05,70,0.8,31,0.5198433384691874
371,0.05,0.05,70,0.85,41,0.6079654229853055
372,0.05,0.05,70,0.9,55,0.6466523924468952
373,0.05,0.05,70,0.95,81,0.6536941935006162
374,0.05,0.05,70,0.98,117,0.6195193837704389
375,0.08,0.001,30,0.8,41,0.5546457759775759
376,0.08,0.001,30,0.85,58,0.6208912743109668
377,0.08,0.001,30,0.9,77,0.6517398916354598
378,0.08,0.001,30,0.95,118,0.6646957068599009
379,0.08,0.001,30,0.98,170,0.655847999898694
380,0.08,0.001,40,0.8,39,0.615432577600101
381,0.08,0.001,40,0.85,53,0.6264860774582457
382,0.08,0.001,40,0.9,71,0.6421751844997711
383,0.08,0.001,40,0.95,103,0.6587125300432668
384,0.08,0.001,40,0.98,153,0.651830270080719
385,0.08,0.001,50,0.8,35,0.5784940719733122
386,0.08,0.001,50,0.85,49,0.6308132941765835
387,0.08,0.001,50,0.9,63,0.6481198375907947
388,0.08,0.001,50,0.95,93,0.6520552757060539
389,0.08,0.001,50,0.98,134,0.645167763420371
390,0.08,0.001,60,0.8,31,0.5462900393163916
391,0.08,0.001,60,0.85,43,0.6162173229974076
392,0.08,0.001,60,0.9,57,0.6428375924880421
393,0.08,0.001,60,0.95,82,0.6627391956063856
394,0.08,0.001,60,0.98,118,0.652688823701393
395,0.08,0.001,70,0.8,24,0.5595105920044594
396,0.08,0.001,70,0.85,34,0.5935550988996184
397,0.08,0.001,70,0.9,46,0.6410148485228003
398,0.08,0.001,70,0.95,69,0.664853908479681
399,0.08,0.001,70,0.98,97,0.6466346854290776
400,0.08,0.005,30,0.8,42,0.6405515929851064
401,0.08,0.005,30,0.85,58,0.6256441455707515
402,0.08,0.005,30,0.9,76,0.652103871918013
403,0.08,0.005,30,0.95,114,0.6600122173683094
404,0.08,0.005,30,0.98,163,0.6490119472151165
405,0.08,0.005,40,0.8,38,0.5400953333120097
406,0.08,0.005,40,0.85,55,0.6300576711019901
407,0.08,0.005,40,0.9,69,0.6699519746761148
408,0.08,0.005,40,0.95,102,0.6665759186507374
409,0.08,0.005,40,0.98,144,0.6574845575300345
410,0.08,0.005,50,0.8,33,0.5255302092909779
