task,metric,global_vocabulary_size,active_feature_count,selected_motif_count,original_feature_count,correlation_feature_count,best_750_performance,best_750_feature_count,umap_random_state,umap_n_neighbors,umap_min_dist
Tg_GREA,R²,7875,7875,1531,7875,1531,0.888221185898102,1531.0,48,5,0.8
