C,O,CC,C1=CC=CC=C1,C=O,CC1=CC=CC=C1,CO,CC=O,CCC,N,COC,CCN,CCNC,O=P,NC=O,CCO,CCOC,COC=O,NCC1=CC=CC=C1,CCC=O,CP,CCCC,CCNCC,CCOCC,CC1=CC=CC(C)=C1,O=PC1=CC=CC=C1,OCC1=CC=CC=C1,CPC,CC1=CC=CC=C1C,CPC1=CC=CC=C1,COC1=CC=C(C)C=C1,CC1=CC(C=O)=CC=C1,CCCNC,CCCC=O,CC1=CC=CC=C1C=O,O=CC1=CC=CC(C=O)=C1,CCCCCC,CPO,OCCO,CNCC1=CC(C)=CC=C1,O=CC1=CC=CC=C1C=O,O=CC1=CC=C(C=O)C=C1,CC1=CC=CC=C1CN,O=C1NCC2=C1C=CC=C2,CN(C)CC1=CC=CC=C1,CC1=CC(CNC2=CC=CC=C2)=CC=C1,COPC1=CC=CC=C1,C1=CC=C(C2=CC=CC=C2)C=C1,CCCNCC,CCOC1=CC=CC=C1,CPOC1=CC=CC=C1,CC1=CC=C(CN)C=C1,CCCCCNC,CNC1=CC(C)=CC=C1,CC1=CC=C(C)C(C)=C1,CC1=CC(C=O)=C(C)C=C1,CC1=CC2=C(C=C1)C(=O)NC2,CC1=CC=C(CO)C=C1,CC1=CC2=C(C=C1)CN(C)C2,CC1=CC=C2C(=O)N(C)CC2=C1,COC(=O)C1=CC=C(C)C=C1,CCNC(=O)CC,CCOCC1=CC=C(C)C=C1,CCCCCCNC(C)=O,CC1=CC(C=O)=CC(NC=O)=C1,CC(C=O)CC=O,CCCCNCCC,O=CC1=CC(C(=O)O)=CC=C1,CCOC(=O)C1=CC(C)=CC=C1,CC1=CC=C(COCCO)C=C1,CC1=CC=CC(NCC2=CC=CC=C2)=C1,CCCCCNCCCC,CCOC(=O)C1=CC(C=O)=CC=C1,CCCP,O=CC1=CC(C(=O)OCCO)=CC=C1,CCCCCCNC(=O)CC,O=CCCPC1=CC=CC=C1,C1=NC=NC=N1,CC1=CC=C(CNC2=CC(C)=CC=C2)C=C1,CCCP(=O)(OC)C1=CC=CC=C1,COP(=O)(CCC=O)C1=CC=CC=C1,[NH4+],CCCCCCNC(=O)CCCC,*P
6.392157,1.0588236,5.0392156,0.05882353,1.0392157,0.039215688,0.0,1.0392157,4.0,1.0196079,0.0,1.0196079,0.039215688,0.019607844,0.019607844,0.0,0.0,0.0,0.019607844,1.0,0.039215688,3.0,0.019607844,0.0,0.019607844,0.039215688,0.0,0.019607844,0.0,0.039215688,0.0,0.039215688,0.019607844,1.0,0.0,0.019607844,1.0,0.0,0.0,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019607844,0.0,0.0,0.0,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019607844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5825243,1.0873786,5.0582523,0.08737864,1.0582525,0.058252428,0.0,1.0582525,4.0,1.0291262,0.0,1.0291262,0.058252428,0.029126214,0.029126214,0.0,0.0,0.0,0.029126214,1.0,0.058252428,3.0,0.029126214,0.0,0.029126214,0.058252428,0.0,0.029126214,0.0,0.058252428,0.0,0.058252428,0.029126214,1.0,0.0,0.029126214,1.0,0.0,0.0,0.029126214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029126214,0.0,0.0,0.0,0.029126214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029126214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6223545,4.0,2.8377645,1.3244709,1.6755291,2.0,3.1622355,1.6755291,0.0,0.0,1.0,0.0,0.0,0.16223541,0.0,2.8377645,1.8377646,0.83776456,0.0,0.0,0.32447082,0.0,0.0,0.83776456,0.0,0.32447082,0.83776456,0.16223541,0.0,0.32447082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32447082,1.0,0.0,0.0,0.83776456,0.0,0.0,0.0,0.0,0.32447082,0.16223541,0.0,0.16223541,0.32447082,0.0,0.0,0.0,0.0,0.0,0.0,0.83776456,0.0,0.0,0.83776456,0.0,0.83776456,0.0,0.0,0.0,0.0,0.0,0.0,0.83776456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.074898,3.0499313,3.925103,2.0249658,1.0,2.0,3.0249658,0.0,5.850206,0.0,1.0,0.0,0.0,0.024965698,0.0,0.0,0.0,1.0,0.0,0.0,0.049931396,0.0,0.0,0.0,0.0,0.049931396,0.0,0.024965698,0.0,0.049931396,0.9750343,0.0,0.0,0.0,0.0,0.0,0.0,0.049931396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049931396,0.024965698,0.0,0.0,0.049931396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.101667,3.0677779,3.898333,2.033889,1.0,2.0,3.033889,0.0,5.796666,0.0,1.0,0.0,0.0,0.03388898,0.0,0.0,0.0,1.0,0.0,0.0,0.06777796,0.0,0.0,0.0,0.0,0.06777796,0.0,0.03388898,0.0,0.06777796,0.966111,0.0,0.0,0.0,0.0,0.0,0.0,0.06777796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06777796,0.03388898,0.0,0.0,0.06777796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.156228,2.0721054,10.012017,0.024035152,2.0,0.024035152,0.048070304,2.0,8.024035,2.0240352,0.0,3.0,2.0,0.024035152,1.0,0.048070304,0.0,0.0,0.012017576,1.9759649,0.0,5.9639473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9879824,1.9759649,0.0,0.0,1.9879824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9879824,0.0,0.0,0.0,1.9879824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98798245,0.0,1.0,0.0,0.0,1.9759649,0.0,0.0,0.0,0.0,1.9759649,0.0,0.0,0.0,0.98798245,0.0,0.0,0.0,0.0,0.0,0.0,0.98798245,0.0
12.373757,2.0439713,9.978014,0.0659571,2.0219858,0.0439714,0.0,2.0219858,7.934043,2.0439713,0.0,3.0219858,2.0219858,0.0219857,1.0219857,0.0,0.0,0.0,0.0219857,1.9780143,0.0439714,5.934043,1.0,0.0,0.0,0.0219857,0.0,0.0219857,0.0,0.0219857,0.0,0.0,2.0,1.9560286,0.0,0.0,1.9780143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9780143,0.0,0.0,0.0,1.9780143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9780143,0.0,1.0,0.0,0.0,1.9560286,0.0,0.0,0.0,0.0,1.9560286,0.0,0.0219857,0.0,0.9780143,0.0219857,0.0,0.0,0.0,0.0,0.0,0.9780143,0.0
12.488313,2.0406928,9.959308,0.08952404,2.0,0.0,0.0,2.0,7.967446,2.0488312,0.0,2.983723,1.9918615,0.040692743,1.0,0.0,0.0,0.0,0.0,2.0,0.07324694,5.9755845,0.99186146,0.0,0.0,0.07324694,0.0,0.032554194,0.0,0.06510839,0.0,0.0,1.9918615,2.0,0.0,0.0,1.9918615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9837229,0.0,0.0,0.0,1.9918615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99186146,0.0,0.99186146,0.0,0.0,1.9837229,0.0,0.0,0.0,0.0,1.9837229,0.0,0.0,0.0,0.99186146,0.0,0.0,0.0,0.0,0.0,0.0,0.99186146,0.0
8.349515,4.0873785,6.029126,0.058252428,2.0582523,0.116504855,3.0291262,2.0582523,3.9417477,0.029126214,1.0,0.058252428,0.116504855,0.0,0.058252428,3.0,2.0,1.0,0.058252428,1.9417475,0.0,1.9708738,0.029126214,1.0,0.029126214,0.0,0.029126214,0.0,0.029126214,0.0,0.0,0.058252428,0.0,1.9417475,0.058252428,0.029126214,0.0,0.0,0.0,0.058252428,0.029126214,0.029126214,0.029126214,0.058252428,0.029126214,0.029126214,0.0,0.0,0.0,0.0,0.0,0.029126214,0.0,0.058252428,0.029126214,0.029126214,0.029126214,0.029126214,0.029126214,0.029126214,0.029126214,0.0,0.029126214,0.0,0.0,0.0,0.0,0.029126214,0.029126214,0.0,0.058252428,0.0,0.029126214,0.0,0.0,0.0,0.0,0.0,0.029126214,0.0,0.0,0.0,0.0,0.0
8.461538,4.1153846,6.0384617,0.07692308,2.0769231,0.15384616,3.0384614,2.0769231,3.9230769,0.03846154,1.0,0.07692308,0.15384616,0.0,0.07692308,3.0,2.0,1.0,0.07692308,1.9230769,0.0,1.9615384,0.03846154,1.0,0.03846154,0.0,0.03846154,0.0,0.03846154,0.0,0.0,0.07692308,0.0,1.9230769,0.07692308,0.03846154,0.0,0.0,0.0,0.07692308,0.03846154,0.03846154,0.03846154,0.07692308,0.03846154,0.03846154,0.0,0.0,0.0,0.0,0.0,0.03846154,0.0,0.07692308,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.03846154,0.0,0.03846154,0.0,0.0,0.0,0.0,0.03846154,0.03846154,0.0,0.07692308,0.0,0.03846154,0.0,0.0,0.0,0.0,0.0,0.03846154,0.0,0.0,0.0,0.0,0.0
13.184787,2.1316428,9.736714,0.26328588,2.1316428,0.39492878,0.0,2.1316428,7.4734282,2.1316428,0.0,3.1316428,2.1316428,0.0,1.1316429,0.0,0.0,0.0,0.26328588,1.7367141,0.0,5.605071,1.0,0.0,0.13164294,0.0,0.0,0.0,0.0,0.0,0.0,0.26328588,1.8683571,1.7367141,0.0,0.13164294,1.8683571,0.0,0.0,0.13164294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8683571,0.0,0.0,0.0,1.8683571,0.26328588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86835706,0.0,1.0,0.26328588,0.0,1.7367141,0.0,0.0,0.0,0.26328588,1.7367141,0.0,0.0,0.0,0.86835706,0.0,0.0,0.0,0.0,0.0,0.0,0.86835706,0.0
13.5025,2.1669443,9.666111,0.3338887,2.1669443,0.50083303,0.0,2.1669443,7.3322225,2.1669443,0.0,3.1669443,2.1669443,0.0,1.1669444,0.0,0.0,0.0,0.3338887,1.6661114,0.0,5.499167,1.0,0.0,0.16694435,0.0,0.0,0.0,0.0,0.0,0.0,0.3338887,1.8330556,1.6661114,0.0,0.16694435,1.8330556,0.0,0.0,0.16694435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8330556,0.0,0.0,0.0,1.8330556,0.3338887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8330557,0.0,1.0,0.3338887,0.0,1.6661114,0.0,0.0,0.0,0.3338887,1.6661114,0.0,0.0,0.0,0.8330557,0.0,0.0,0.0,0.0,0.0,0.0,0.8330557,0.0
20.50924,2.063655,18.031828,0.063654885,2.0,0.063654885,0.12730977,2.0,16.031828,2.1273098,0.063654885,3.2227921,2.2546196,0.0,1.0,0.0,0.0,0.0,0.031827442,1.9363451,0.0,13.968173,1.286447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063654885,0.0,2.0954823,1.9363451,0.0,0.0,9.968173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1273098,0.0,0.0,0.0,1.9681726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96817255,0.0,1.0,0.0,0.0,1.9363451,0.0,0.0,0.0,0.0,1.9363451,0.0,0.0,0.0,0.96817255,0.0,0.031827442,0.0,0.0,0.0,0.0,0.96817255,0.0
20.0,2.1386456,16.75219,0.13864559,2.0,0.0,0.0,2.0,14.890836,3.1091647,0.0,2.722709,1.8613545,0.13864559,1.0,0.0,0.0,0.0,0.0,2.0,0.13864559,13.029481,0.8613544,0.0,0.0,0.13864559,0.0,0.0,0.0,0.0,0.0,0.0,1.8613545,2.0,0.0,0.0,9.306772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7227088,0.0,0.0,0.0,1.8613545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8613544,0.0,0.8613544,0.0,0.0,1.7227088,0.0,0.0,0.0,0.0,1.7227088,0.0,0.0,0.0,0.8613544,0.0,0.0,0.0,0.0,0.0,0.0,0.8613544,0.0
18.061432,2.0307157,14.600695,0.09214739,2.0,0.06143159,0.0,2.0,11.631411,3.8771367,0.0,5.8157053,3.8771367,0.030715795,1.9385684,0.0,0.0,0.0,0.0,1.9385684,0.09214739,8.723557,1.9385684,0.0,0.0,0.09214739,0.0,0.09214739,0.0,0.18429478,0.0,0.0,3.8771367,1.9385684,0.0,0.0,2.9078526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8771367,0.0,0.0,0.0,3.8771367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9385684,0.0,1.9385684,0.0,0.0,3.8771367,0.0,0.0,0.0,0.0,3.8771367,0.0,0.0,0.0,1.9385684,0.0,0.0,0.0,0.0,0.0,0.0,1.9385684,0.0
11.037037,4.2222223,3.148148,1.1481482,2.0,2.148148,3.0,2.0,0.0,0.2962963,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.074074075,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259,0.0,0.0,0.9259259,0.0,0.9259259,0.0,0.0,0.0,0.0,0.0,0.0,0.9259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.792453,4.1698112,3.1132076,1.1132076,2.0,2.1132076,3.0,2.0,0.0,0.2264151,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.056603774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9433962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9433962,0.0,0.0,0.9433962,0.0,0.9433962,0.0,0.0,0.0,0.0,0.0,0.0,0.9433962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.555555,4.0,3.8888888,1.4444444,2.0,2.8888888,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44444445,0.0,1.0,0.0,0.44444445,0.0,0.0,0.44444445,0.0,0.0,0.8888889,0.0,0.0,0.0,1.0,0.0,0.44444445,0.5555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44444445,0.44444445,0.0,0.5555556,0.0,0.0,0.5555556,0.0,0.5555556,0.0,0.0,0.0,0.0,0.0,0.44444445,0.5555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.65,2.9,3.3,0.15,1.0,0.0,2.6,1.0,2.7,0.0,1.0,0.0,0.0,0.3,0.0,1.6,1.15,1.0,0.0,1.85,0.3,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.080957,4.0404787,2.878564,1.0404787,1.9190426,1.9190426,2.878564,1.9190426,0.0,0.0,0.9595213,0.0,0.0,0.080957435,0.0,2.878564,1.9190426,0.9595213,0.0,0.0,0.080957435,0.0,0.0,0.9595213,0.0,0.080957435,0.9595213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12143615,0.9595213,0.0,0.0,0.9595213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9595213,0.0,0.0,0.9595213,0.0,0.9595213,0.0,0.0,0.0,0.0,0.0,0.0,0.9595213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.102898,4.051449,2.8456528,1.0514491,1.8971019,1.8971019,2.8456528,1.8971019,0.0,0.0,0.94855094,0.0,0.0,0.102898076,0.0,2.8456528,1.8971019,0.94855094,0.0,0.0,0.102898076,0.0,0.0,0.94855094,0.0,0.102898076,0.94855094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1543471,0.94855094,0.0,0.0,0.94855094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94855094,0.0,0.0,0.94855094,0.0,0.94855094,0.0,0.0,0.0,0.0,0.0,0.0,0.94855094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.16581,4.082905,2.7512856,1.0829048,1.8341904,1.8341904,2.7512856,1.8341904,0.0,0.0,0.9170952,0.0,0.0,0.16580963,0.0,2.7512856,1.8341904,0.9170952,0.0,0.0,0.16580963,0.0,0.0,0.9170952,0.0,0.16580963,0.9170952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24871445,0.9170952,0.0,0.0,0.9170952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9170952,0.0,0.0,0.9170952,0.0,0.9170952,0.0,0.0,0.0,0.0,0.0,0.0,0.9170952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.215135,4.1075673,2.6772985,1.1075672,1.7848657,1.7848657,2.6772985,1.7848657,0.0,0.0,0.89243287,0.0,0.0,0.21513428,0.0,2.6772985,1.7848657,0.89243287,0.0,0.0,0.21513428,0.0,0.0,0.89243287,0.0,0.21513428,0.89243287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32270142,0.89243287,0.0,0.0,0.89243287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89243287,0.0,0.0,0.89243287,0.0,0.89243287,0.0,0.0,0.0,0.0,0.0,0.0,0.89243287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.108911,2.019802,9.0,0.01980198,2.0,0.01980198,0.00990099,2.0,7.0,2.0,0.0,3.0,2.0,0.00990099,1.0,0.0,0.0,0.0,0.0,2.009901,0.01980198,4.990099,1.0,0.0,0.0,0.00990099,0.0,0.00990099,0.0,0.00990099,0.0,0.0,2.0,2.009901,0.0,0.0,0.990099,0.01980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00990099,0.00990099,2.0,0.0,0.01980198,0.0,1.990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00990099,2.009901,0.0,0.0,0.0,0.0,2.0,0.0,0.01980198,0.0,0.0,0.00990099,0.0,0.0,0.01980198,0.00990099,0.0,0.0,0.0
11.130435,2.0237155,9.0,0.023715414,2.0,0.023715414,0.011857707,2.0,7.0,2.0,0.0,3.0,2.0,0.011857707,1.0,0.0,0.0,0.0,0.0,2.0118577,0.023715414,4.9881425,1.0,0.0,0.0,0.011857707,0.0,0.011857707,0.0,0.011857707,0.0,0.0,2.0,2.0118577,0.0,0.0,0.9881423,0.023715414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011857707,0.011857707,2.0,0.0,0.023715414,0.0,1.9881423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.011857707,2.0118577,0.0,0.0,0.0,0.0,2.0,0.0,0.023715414,0.0,0.0,0.011857707,0.0,0.0,0.023715414,0.011857707,0.0,0.0,0.0
15.843137,3.9215686,2.9803922,1.9803921,0.98039216,1.9803921,2.9411764,0.98039216,1.0,0.0,0.98039216,0.0,0.0,0.98039216,0.0,0.98039216,0.98039216,0.98039216,0.0,0.98039216,1.9607843,0.0,0.0,0.0,0.0,0.98039216,0.0,0.98039216,0.0,0.98039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9607843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98039216,0.98039216,0.0,0.0,1.9607843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.920792,3.960396,2.990099,1.990099,0.990099,1.990099,2.970297,0.990099,1.0,0.0,0.990099,0.0,0.0,0.990099,0.0,0.990099,0.990099,0.990099,0.0,0.990099,1.980198,0.0,0.0,0.0,0.0,0.990099,0.0,0.990099,0.0,0.990099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990099,0.990099,0.0,0.0,1.980198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.960199,3.9800994,2.995025,1.9950249,0.99502486,1.9950249,2.9850745,0.99502486,1.0,0.0,0.99502486,0.0,0.0,0.99502486,0.0,0.99502486,0.99502486,0.99502486,0.0,0.99502486,1.9900497,0.0,0.0,0.0,0.0,0.99502486,0.0,0.99502486,0.0,0.99502486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9900497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99502486,0.99502486,0.0,0.0,1.9900497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5695887,2.3254793,3.0813699,0.08136979,1.0,0.0,2.1627395,1.0,3.0,0.0,1.0,0.0,0.0,0.08136979,0.0,1.1627396,1.0813698,1.0,0.0,2.0,0.0,0.0,0.0,0.08136979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08136979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.331841,2.1206694,10.090502,0.03016737,2.0301673,0.0,0.090502106,2.0301673,8.030168,2.0,0.03016737,3.0,2.0,0.03016737,1.0,0.090502106,0.06033474,0.03016737,0.0,2.0301673,0.06033474,6.0,1.0,0.03016737,0.0,0.03016737,0.0,0.03016737,0.0,0.03016737,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.06033474,0.03016737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03016737,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.03016737,0.0,1.0,0.03016737,0.0,0.0,0.03016737,0.03016737,0.0,1.0,0.0
20.0,4.0,9.0,1.5,2.0,1.75,3.75,2.0,8.25,0.0,1.75,0.0,0.0,0.0,0.0,3.25,3.25,1.75,0.0,0.0,0.0,3.0,0.0,1.5,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.4,2.3,3.2,0.0,1.0,0.0,2.2,1.0,3.0,0.0,1.0,0.0,0.0,0.1,0.0,1.2,1.0,1.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.6,2.45,3.3,0.0,1.0,0.0,2.3,1.0,3.0,0.0,1.0,0.0,0.0,0.15,0.0,1.3,1.0,1.0,0.0,2.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1388035,4.0,3.1041028,1.0,1.965299,1.9305981,3.0,1.965299,0.2429066,0.0,1.0,0.0,0.0,0.03470094,0.0,3.0,2.0,1.0,0.0,0.03470094,0.06940188,0.0,0.0,1.0,0.0,0.03470094,0.96529907,0.03470094,0.0,0.03470094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96529907,0.0,0.0,0.96529907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96529907,0.0,0.0,0.96529907,0.0,0.96529907,0.0,0.0,0.0,0.0,0.0,0.0,0.96529907,0.0,0.0,0.0,0.03470094,0.0,0.0,0.03470094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
