smiles,umap_1,umap_2,selected,random_state,n_neighbors,min_dist,metric,initialization,scaling
CNCC1=CC(C=O)=CC=C1,11.338298,13.021556,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC=CC(C=O)=C1,11.337386,13.024094,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NCC1=CC(C=O)=CC=C1,-3.07054,10.6074,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NCC1=CC=CC(C=O)=C1,-3.1335268,10.48372,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1C(=O)C2=C(C=CC=C2)C1=O,-6.491758,15.760422,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN1C(=O)C2=CC=CC=C2C1=O,-6.5401692,15.805676,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC(C=O)=CC=C1,11.32562,13.077495,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC=CC(C=O)=C1,11.525949,12.948461,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC(=O)C1=CC(C=O)=CC=C1,-2.9857543,10.420489,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC(=O)C1=CC=CC(C=O)=C1,-2.9358985,10.342132,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COPC1=CC=CC=C1,12.900336,-6.858229,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CN(C)C1=CC=CC=C1,-5.7880144,15.325959,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C(=O)NC2=CC=CC=C2)=CC=C1,21.856981,-13.064366,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(C(=O)NC2=CC=CC=C2)=C1,21.82778,-13.09,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CO[PH](=O)C1=CC=CC=C1,12.79536,-6.9153414,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,-1.9459383,0.34513116,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COPO,-7.17242,-4.8492174,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CO[PH](=O)O,-7.120221,-4.855658,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC=C(C2=CC=CC=C2)C=C1,-11.242752,-6.5473228,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNCC,5.8273845,6.450265,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COPOC,-7.464113,-4.662516,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CO[PH](=O)OC,-7.55304,-4.686481,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC(=O)NC1=CC=CC=C1,3.9086938,10.176784,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNC1=CC=CC=C1,3.7355695,10.166635,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
OCCOCC1=CC=CC=C1,1.0871938,21.24814,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=C(OCCO)C1=CC=CC=C1,1.1673163,21.203876,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(N)=CC=C1,17.306263,21.801006,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(N)=C1,17.410652,21.824211,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCN,10.902987,5.102296,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNC=O,6.042207,6.314484,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(OC2=CC=CC=C2)C=C1,-2.4842818,-0.49221867,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCOC,-0.71419436,-4.84563,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCOC1=CC=CC=C1,-5.8494344,3.81793,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CPOC1=CC=CC=C1,-10.6624155,-7.1598315,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC(CNC2=CC=CC=C2)=CC=C1,21.767437,-13.156215,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC=CC(CNC2=CC=CC=C2)=C1,21.761318,-13.165113,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC(C(=O)NC2=CC=CC=C2)=CC=C1,21.738672,-13.191747,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=CC1=CC=CC(C(=O)NC2=CC=CC=C2)=C1,21.630526,-13.293196,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCNC(C)=O,6.479236,5.998788,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
COC1=CC=C(CC2=CC=CC=C2)C=C1,-2.4578643,0.38042614,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
NC1=CC=C(O)C=C1,20.587639,12.1585655,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C[PH](=O)OC1=CC=CC=C1,-10.733744,-7.2778807,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCC(C)C,3.9391835,8.243806,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCC=O,10.487528,5.2790813,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
C1=CC=C(OPC2=CC=CC=C2)C=C1,-10.47925,-7.0042176,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
O=[PH](OC1=CC=CC=C1)C1=CC=CC=C1,-10.50128,-6.931859,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNCC1=CC=C(C)C=C1,10.678046,13.561849,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(CN)C=C1,-4.8596573,23.674763,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CP(C1=CC=CC=C1)C1=CC=CC=C1,-9.83536,15.351207,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC1=CC=C(C)C=C1,2.2342534,-14.158452,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCNC,6.040659,5.8353715,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC(=O)C1=CC=C(C)C=C1,10.784929,13.532198,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C(N)=O)C=C1,-4.855824,23.706743,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)=O,-7.726184,6.735495,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCC(=O)NC,5.3157797,7.101675,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCC(N)=O,5.5458436,6.721647,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC1=CC(C)=CC=C1,-3.091184,18.28026,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CNC1=CC=CC(C)=C1,-3.011171,18.164074,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C)=C(C)C=C1,-11.299105,21.73299,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C)C(C)=C1,-11.366558,21.74448,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(NC=O)=CC=C1,25.74673,9.454831,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(NC=O)=C1,25.71011,9.52152,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCNC1=CC(C)=CC=C1,25.731499,9.469724,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCNC1=CC=CC(C)=C1,25.619995,9.588441,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(=O)NC1=CC(C)=CC=C1,25.809164,9.424076,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(=O)NC1=CC=CC(C)=C1,25.892485,9.294773,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
S,-0.14100298,17.653183,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CCCCCCN,10.630696,5.2014313,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(O)=CC=C1,4.753754,16.776735,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=CC(O)=C1,4.634077,16.694246,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC(C)C=O,3.4144454,9.976841,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C)=C(C=O)C=C1,-11.487559,21.856792,True,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC(C=O)=C(C)C=C1,-11.442115,21.615635,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
CC1=CC=C(C)C(C=O)=C1,-11.372885,21.74238,False,48,5,0.8,euclidean,random,StandardScaler_per_sample_dimension
