DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,Tg,source_record_id,source_row_index,base_mass,base_moles,composition_mode,review_reason,exclusion_reason,mutual_exclusivity_check,co_n_components,co_source_fields,copolymer_amount_basis,co_component_molecular_weights,copolymer_component_molecular_weights,co_component_moles,copolymer_component_moles,co_mole_fractions,copolymer_mole_fractions,co_component_masses,co_conversions,copolymer_conversions,co_zero_components_ignored,blend_source_fields,blend_amount_basis,blend_component_masses,blend_weight_fractions,blend_component_moles,blend_mole_fractions,blend_component_molecular_weights,blend_conversions,blend_zero_components_ignored,composition_rule_version,molecular_weight_method,rdkit_version,co_content_labels,mix_content_labels,composition_valid
吴嘉宁,copolymer,,HBA5PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC(C(OCCO[H])=O)=CC(/N=C/C2=C(C=CC=C2)O)=C1)[H],,,100.0,,,,5.0,,,,,73.0,116a0551b2df15bea9990bbe7e0d6eb3198626ddc7562712ea89c70ad733908b,286,20971.2659929,105.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,313.09502258]","[194.0579088,313.09502258]","[100.0,5.0]","[100.0,5.0]","[0.9523809523809523,0.047619047619047616]","[0.9523809523809523,0.047619047619047616]","[19405.79088,1565.4751128999999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[20971.2659929],[1.0],[105.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
吴嘉宁,copolymer,,HBPM10PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC=C(C=C1)/C=N/C2=CC=C(C=C2)/N=C/C3=CC=C(C=C3)C(OCCO[H])=O)[H],,,100.0,,,,10.0,,,,,79.0,136bb472e8b4706050396208698b8dc788da4c97bb2aa187c6a3246df6d94284,287,23407.2139512,110.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,400.1423071199999]","[194.0579088,400.1423071199999]","[100.0,10.0]","[100.0,10.0]","[0.9090909090909091,0.09090909090909091]","[0.9090909090909091,0.09090909090909091]","[19405.79088,4001.423071199999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[23407.2139512],[1.0],[110.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
吴嘉宁,copolymer,,HBPM15PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC=C(C=C1)/C=N/C2=CC=C(C=C2)/N=C/C3=CC=C(C=C3)C(OCCO[H])=O)[H],,,100.0,,,,15.0,,,,,82.0,9eaf863e7b07bfa6dddd4f5df73e0b2f86ca09d8ef5b29deff2e16cc1d7993a2,288,25407.9254868,115.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,400.1423071199999]","[194.0579088,400.1423071199999]","[100.0,15.0]","[100.0,15.0]","[0.8695652173913043,0.13043478260869565]","[0.8695652173913043,0.13043478260869565]","[19405.79088,6002.134606799998]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[25407.9254868],[1.0],[115.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
吴嘉宁,copolymer,,HBPM5PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC=C(C=C1)/C=N/C2=CC=C(C=C2)/N=C/C3=CC=C(C=C3)C(OCCO[H])=O)[H],,,100.0,,,,5.0,,,,,82.0,2f33d22e3d5c4ec1fdefd7280a19dd029e3b5cb058f71a461c021dba38391083,289,21406.5024156,105.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,400.1423071199999]","[194.0579088,400.1423071199999]","[100.0,5.0]","[100.0,5.0]","[0.9523809523809523,0.047619047619047616]","[0.9523809523809523,0.047619047619047616]","[19405.79088,2000.7115355999995]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[21406.5024156],[1.0],[105.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA15-co-PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=P(O[Mg]OP([H])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[H],,100.0,,,,15.0,,,,,,78.0,1a9fb8584163e5f5490229053ab449df455162077ab2a41863aaf37f4b6e8ec1,290,115.0,0.5618937986928801,copolymer,,,passed,2,"[""wt1"",""wt2""]","[""wt1"",""wt2""]","[194.0579088,322.001038444]","[194.0579088,322.001038444]","[0.5153100979927698,0.04658370070011028]","[0.5153100979927698,0.04658370070011028]","[0.9170951862994807,0.08290481370051922]","[0.9170951862994807,0.08290481370051922]","[100.0,15.0]","[""weight_amount_to_moles_by_exact_molecular_weight"",""weight_amount_to_moles_by_exact_molecular_weight""]","[""weight_amount_to_moles_by_exact_molecular_weight"",""weight_amount_to_moles_by_exact_molecular_weight""]",[],[],[],[115.0],[1.0],[0.5618937986928801],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA20-co-PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=P(O[Mg]OP([H])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[H],,100.0,,,,20.0,,,,,,78.0,41216e088693702c6e1f5f5a12f9bc39182205de539fbdc7ad5115371f738fab,291,120.0,0.5774216989262502,copolymer,,,passed,2,"[""wt1"",""wt2""]","[""wt1"",""wt2""]","[194.0579088,322.001038444]","[194.0579088,322.001038444]","[0.5153100979927698,0.06211160093348037]","[0.5153100979927698,0.06211160093348037]","[0.892432859643168,0.10756714035683206]","[0.892432859643168,0.10756714035683206]","[100.0,20.0]","[""weight_amount_to_moles_by_exact_molecular_weight"",""weight_amount_to_moles_by_exact_molecular_weight""]","[""weight_amount_to_moles_by_exact_molecular_weight"",""weight_amount_to_moles_by_exact_molecular_weight""]",[],[],[],[120.0],[1.0],[0.5774216989262502],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA5-co-PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=P(O[Mg]OP([H])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[H],,100.0,,,,5.0,,,,,,73.0,f320911ad44dba907e2bbc6fa5e51dedc6adbfde4a51abb4ec872a037a2f3b03,292,105.0,0.53083799822614,copolymer,,,passed,2,"[""wt1"",""wt2""]","[""wt1"",""wt2""]","[194.0579088,322.001038444]","[194.0579088,322.001038444]","[0.5153100979927698,0.015527900233370093]","[0.5153100979927698,0.015527900233370093]","[0.970748325693981,0.029251674306018913]","[0.970748325693981,0.029251674306018913]","[100.0,5.0]","[""weight_amount_to_moles_by_exact_molecular_weight"",""weight_amount_to_moles_by_exact_molecular_weight""]","[""weight_amount_to_moles_by_exact_molecular_weight"",""weight_amount_to_moles_by_exact_molecular_weight""]",[],[],[],[105.0],[1.0],[0.53083799822614],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1016/j.eurpolymj.2022.111174,copolymer,,MH-PPOA9-co-PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=P(O[Mg]OP([H])(C1=CC=CC=C1)=O)(C2=CC=CC=C2)O[H],,100.0,,,,9.0,,,,,,76.0,cb892a748ee902c0746d78141cd5706a167f2d21bfdc6b2aec4aa4f40f63111e,293,109.0,0.543260318412836,copolymer,,,passed,2,"[""wt1"",""wt2""]","[""wt1"",""wt2""]","[194.0579088,322.001038444]","[194.0579088,322.001038444]","[0.5153100979927698,0.027950220420066167]","[0.5153100979927698,0.027950220420066167]","[0.9485509626366155,0.05144903736338452]","[0.9485509626366155,0.05144903736338452]","[100.0,9.0]","[""weight_amount_to_moles_by_exact_molecular_weight"",""weight_amount_to_moles_by_exact_molecular_weight""]","[""weight_amount_to_moles_by_exact_molecular_weight"",""weight_amount_to_moles_by_exact_molecular_weight""]",[],[],[],[109.0],[1.0],[0.543260318412836],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1016/j.eurpolymj.2020.110230,copolymer,,NBA10PET,,O=C([H])C1=CC=C(C=C1)C(OCCO[H])=O,O=C(C1=CC(C([H])=O)=CC(/N=C/C2=CC=C(C=C2)[N+]([O-])=O)=C1)OCCO[H],,,100.0,,,,7.9,,,,,85.0,15512d3556acf1c8c624a3e9128e72538bda59572784c2649991deb1798fb94d,294,22108.2638507272,107.9,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,342.08518616799995]","[194.0579088,342.08518616799995]","[100.0,7.9]","[100.0,7.9]","[0.9267840593141797,0.0732159406858202]","[0.9267840593141797,0.0732159406858202]","[19405.79088,2702.4729707272]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[22108.2638507272],[1.0],[107.9],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1016/j.eurpolymj.2020.110230,copolymer,,NBA15PET,,O=C([H])C1=CC=C(C=C1)C(OCCO[H])=O,O=C(C1=CC(C([H])=O)=CC(/N=C/C2=CC=C(C=C2)[N+]([O-])=O)=C1)OCCO[H],,,100.0,,,,11.8,,,,,88.0,ae0cdd35bbfa178bcf461411901236d2e7c0a6e3f8c02e51115e55ae6b580d8c,295,23442.3960767824,111.8,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,342.08518616799995]","[194.0579088,342.08518616799995]","[100.0,11.8]","[100.0,11.8]","[0.8944543828264758,0.10554561717352416]","[0.8944543828264758,0.10554561717352416]","[19405.79088,4036.6051967823996]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[23442.3960767824],[1.0],[111.8],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1016/j.eurpolymj.2020.110230,copolymer,,NBA5PET,,O=C([H])C1=CC=C(C=C1)C(OCCO[H])=O,O=C(C1=CC(C([H])=O)=CC(/N=C/C2=CC=C(C=C2)[N+]([O-])=O)=C1)OCCO[H],,,100.0,,,,3.6,,,,,80.0,6967aad34aa8c9044b244bb2a0e3228888ffc50ee8630e03329ab56e3a23e5d3,296,20637.2975502048,103.6,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,342.08518616799995]","[194.0579088,342.08518616799995]","[100.0,3.6]","[100.0,3.6]","[0.9652509652509653,0.03474903474903475]","[0.9652509652509653,0.03474903474903475]","[19405.79088,1231.5066702047998]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[20637.2975502048],[1.0],[103.6],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1016/j.cclet.2022.06.038,copolymer,,N-BPA,,O=C([H])C1=CC=C(O[H])C=C1,CC(C1=CC=C(C=C1)OC(C2=CC=C(C=C2)C([H])=O)=O)(C3=CC=C(C=C3)O[H])C,,,60.0,,,,20.0,,,,,195.0,01feeb153d5033fdad7c35e3606be0881d875ee8ff21ddedee5c764c48e0ffb8,297,14524.92994832,80.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[122.036779432,360.13615911999995]","[122.036779432,360.13615911999995]","[60.0,20.0]","[60.0,20.0]","[0.75,0.25]","[0.75,0.25]","[7322.20676592,7202.723182399999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[14524.92994832],[1.0],[80.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
郭德明,copolymer,,O10PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,[H]OCCOC1=CC=C(C=C1)OC2=CC=C(C=C2)OCCOC(C(C=C3)=CC=C3C([H])=O)=O,,,100.0,,,,10.0,,,,,75.2,eaf7eda24b0aa470c5255f40e47b8267fea92555a7db1e20d80c2b50dec3c2c5,298,23627.15641044,110.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,422.1365530439999]","[194.0579088,422.1365530439999]","[100.0,10.0]","[100.0,10.0]","[0.9090909090909091,0.09090909090909091]","[0.9090909090909091,0.09090909090909091]","[19405.79088,4221.365530439999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[23627.15641044],[1.0],[110.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
郭德明,copolymer,,O20PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,[H]OCCOC1=CC=C(C=C1)OC2=CC=C(C=C2)OCCOC(C(C=C3)=CC=C3C([H])=O)=O,,,100.0,,,,20.0,,,,,75.5,69c280481d82fb43461573399ded0edf29f800da87a4d29fd98e5fce9466e1b9,299,27848.521940879997,120.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,422.1365530439999]","[194.0579088,422.1365530439999]","[100.0,20.0]","[100.0,20.0]","[0.8333333333333334,0.16666666666666666]","[0.8333333333333334,0.16666666666666666]","[19405.79088,8442.731060879998]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[27848.521940879997],[1.0],[120.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
郭德明,copolymer,,O30PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,[H]OCCOC1=CC=C(C=C1)OC2=CC=C(C=C2)OCCOC(C(C=C3)=CC=C3C([H])=O)=O,,,100.0,,,,30.0,,,,,73.2,e40c19e616fc0158b3e1a010178bb98c83c08cb1bab6658ff98121762bd3fc7c,300,32069.88747132,130.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,422.1365530439999]","[194.0579088,422.1365530439999]","[100.0,30.0]","[100.0,30.0]","[0.7692307692307693,0.23076923076923078]","[0.7692307692307693,0.23076923076923078]","[19405.79088,12664.096591319998]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[32069.88747132],[1.0],[130.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
郭德明,copolymer,,O5PET,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,[H]OCCOC1=CC=C(C=C1)OC2=CC=C(C=C2)OCCOC(C(C=C3)=CC=C3C([H])=O)=O,,,100.0,,,,5.0,,,,,58.9,18622ec47460284e492d203a1dda43942b12407dead5ac11ab53c58aa5ab5ab2,301,21516.47364522,105.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,422.1365530439999]","[194.0579088,422.1365530439999]","[100.0,5.0]","[100.0,5.0]","[0.9523809523809523,0.047619047619047616]","[0.9523809523809523,0.047619047619047616]","[19405.79088,2110.6827652199995]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[21516.47364522],[1.0],[105.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
lbw,copolymer,,P(ET-co-BI)10,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1)NC3=CC(C([H])=O)=CC(C(OCCO[H])=O)=C3,,,100.0,,,,10.0,,,,,84.6,2277bcf20c99dea474941d3ed78858281c4d07cfb92a71e8e613be49889d77b9,302,23537.05410708,110.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,413.1263227079999]","[194.0579088,413.1263227079999]","[100.0,10.0]","[100.0,10.0]","[0.9090909090909091,0.09090909090909091]","[0.9090909090909091,0.09090909090909091]","[19405.79088,4131.2632270799995]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[23537.05410708],[1.0],[110.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
lbw,copolymer,,P(ET-co-BI)15,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1)NC3=CC(C([H])=O)=CC(C(OCCO[H])=O)=C3,,,100.0,,,,15.0,,,,,90.1,e6ee1c8ac636f862a8cd8b53aff84369bf0fdd18c06ffd7c18942f52db13ffa8,303,25602.68572062,115.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,413.1263227079999]","[194.0579088,413.1263227079999]","[100.0,15.0]","[100.0,15.0]","[0.8695652173913043,0.13043478260869565]","[0.8695652173913043,0.13043478260869565]","[19405.79088,6196.894840619999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[25602.68572062],[1.0],[115.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
lbw,copolymer,,P(ET-co-BI)5,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1)NC3=CC(C([H])=O)=CC(C(OCCO[H])=O)=C3,,,100.0,,,,5.0,,,,,82.3,2ca374dfcd82997bbd5c921bc2ad649fda0b33bc3ad0f9a15f26321ab6792932,304,21471.42249354,105.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,413.1263227079999]","[194.0579088,413.1263227079999]","[100.0,5.0]","[100.0,5.0]","[0.9523809523809523,0.047619047619047616]","[0.9523809523809523,0.047619047619047616]","[19405.79088,2065.6316135399998]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[21471.42249354],[1.0],[105.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
wzz,copolymer,,P(ET-co-BP)10,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C(C1=C2)=CC=C2C(C=C3C4=O)=CC=C3C(N4OCCO[H])=O)N(OCCOC(C5=CC=C(C=C5)C([H])=O)=O)C1=O,,,100.0,,,,10.0,,,,,99.3,65441ba1da74396e144f745cbae53587e2103216ee300888ead76494acbd8108,305,24846.9088284,110.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,544.1117948399999]","[194.0579088,544.1117948399999]","[100.0,10.0]","[100.0,10.0]","[0.9090909090909091,0.09090909090909091]","[0.9090909090909091,0.09090909090909091]","[19405.79088,5441.117948399999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[24846.9088284],[1.0],[110.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
wzz,copolymer,,P(ET-co-BP)15,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C(C1=C2)=CC=C2C(C=C3C4=O)=CC=C3C(N4OCCO[H])=O)N(OCCOC(C5=CC=C(C=C5)C([H])=O)=O)C1=O,,,100.0,,,,15.0,,,,,104.1,0bf5c38e0180afd4dfc3a4726d74726532741a169d44ffff9afa619cb2bd113b,306,27567.4678026,115.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,544.1117948399999]","[194.0579088,544.1117948399999]","[100.0,15.0]","[100.0,15.0]","[0.8695652173913043,0.13043478260869565]","[0.8695652173913043,0.13043478260869565]","[19405.79088,8161.676922599999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[27567.4678026],[1.0],[115.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
wzz,copolymer,,P(ET-co-BP)5,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C(C1=C2)=CC=C2C(C=C3C4=O)=CC=C3C(N4OCCO[H])=O)N(OCCOC(C5=CC=C(C=C5)C([H])=O)=O)C1=O,,,100.0,,,,5.0,,,,,92.5,aecabe9d6883a0bc3618094bb4c362951582835f81b9a7e91af6b88cea64f754,307,22126.3498542,105.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,544.1117948399999]","[194.0579088,544.1117948399999]","[100.0,5.0]","[100.0,5.0]","[0.9523809523809523,0.047619047619047616]","[0.9523809523809523,0.047619047619047616]","[19405.79088,2720.5589741999993]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[22126.3498542],[1.0],[105.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
wzz,copolymer,,P(ET-co-CH)10,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC=C(C(N(OCCOC(C2=CC=C(C=C2)C([H])=O)=O)C3=O)=O)C3=C1)C4=CC=C5C(C(N(OCCO[H])C5=O)=O)=C4,,,100.0,,,,10.0,,,,,98.8,806eb1ed4cacdfbffaf032f410a8ed27fb248af91e66c6718f86ebed5f96f49f,308,25126.8579746,110.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,572.1067094599999]","[194.0579088,572.1067094599999]","[100.0,10.0]","[100.0,10.0]","[0.9090909090909091,0.09090909090909091]","[0.9090909090909091,0.09090909090909091]","[19405.79088,5721.067094599999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[25126.8579746],[1.0],[110.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
wzz,copolymer,,P(ET-co-CH)15,,O=C([H])C1=CC=C(C(OCCO[H])=O)C=C1,O=C(C1=CC=C(C(N(OCCOC(C2=CC=C(C=C2)C([H])=O)=O)C3=O)=O)C3=C1)C4=CC=C5C(C(N(OCCO[H])C5=O)=O)=C4,,,100.0,,,,15.0,,,,,108.1,220df0f97daa81a21bb7d39d655b32d4ff4d92e38550ddbe3a7bc7db350a91bf,309,27987.391521899997,115.0,copolymer,,,passed,2,"[""mol1"",""mol2""]","[""mol1"",""mol2""]","[194.0579088,572.1067094599999]","[194.0579088,572.1067094599999]","[100.0,15.0]","[100.0,15.0]","[0.8695652173913043,0.13043478260869565]","[0.8695652173913043,0.13043478260869565]","[19405.79088,8581.600641899999]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight"",""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[27987.391521899997],[1.0],[115.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
