DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,Tg,source_record_id,source_row_index,base_mass,base_moles,composition_mode,review_reason,exclusion_reason,mutual_exclusivity_check,co_n_components,co_source_fields,copolymer_amount_basis,co_component_molecular_weights,copolymer_component_molecular_weights,co_component_moles,copolymer_component_moles,co_mole_fractions,copolymer_mole_fractions,co_component_masses,co_conversions,copolymer_conversions,co_zero_components_ignored,blend_source_fields,blend_amount_basis,blend_component_masses,blend_weight_fractions,blend_component_moles,blend_mole_fractions,blend_component_molecular_weights,blend_conversions,blend_zero_components_ignored,composition_rule_version,molecular_weight_method,rdkit_version,co_content_labels,mix_content_labels,composition_valid
10.1295/polymj.PJ2008246,homopolymer,,,,*Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)Cc2ccccc2)cc(c1)C(=O)*,,,,100.0,,,,0.0,,,,,145.1564317,31ffd0604200e18eaeef37cf95b505152694578e0af07101f56253ab4ee7ae7c,0,91783.23682040001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[917.8323682040001],[917.8323682040001],[100.0],[100.0],[1.0],[1.0],[91783.23682040001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[91783.23682040001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1295/polymj.PJ2008246,homopolymer,,,,*Nc1ccc(cc1)c1ccc(cc1)NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)Cc2ccccc2)cc(c1)C(=O)*,,,,100.0,,,,0.0,,,,,236.0,90ad0d57ab892122eb4eb9494141008f52ea4355b9a851ace8b1f915b378f2e4,1,91783.23682040001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[917.8323682040001],[917.8323682040001],[100.0],[100.0],[1.0],[1.0],[91783.23682040001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[91783.23682040001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1295/polymj.PJ2008246,homopolymer,,,,*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)Cc2ccccc2)cc(c1)C(=O)*,,,,100.0,,,,0.0,,,,,145.2250993,2987c74cb9b18e98f0707f230234366da8aa8a10a9d371b79914993e00373c23,2,93184.8018268,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[931.848018268],[931.848018268],[100.0],[100.0],[1.0],[1.0],[93184.8018268],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[93184.8018268],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1295/polymj.PJ2008246,homopolymer,,,,*Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)Cc2ccccc2)cc(c1)C(=O)*,,,,100.0,,,,0.0,,,,,212.0,197f53b465a20ce82b3f2c2ab16763117ae760c4c5bb23a862685a8cf59cf0bf,3,93184.8018268,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[931.848018268],[931.848018268],[100.0],[100.0],[1.0],[1.0],[93184.8018268],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[93184.8018268],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1295/polymj.PJ2008246,homopolymer,,,,*Nc1cccc(c1)NC(=O)c1cc(cc(c1)C(=O)*)NC(=O)C(N1C(=O)c2c(C1=O)c(Br)c(c(c2Br)Br)Br)Cc1ccccc1,,,,100.0,,,,0.0,,,,,145.293767,8425f893e677da51776d948348ed2953c83eeebe63ac7217cdaabff7d8f897b8,4,84180.10680760001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[841.8010680760001],[841.8010680760001],[100.0],[100.0],[1.0],[1.0],[84180.10680760001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[84180.10680760001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1002/pi.6137,homopolymer,,,,[H]Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)NC(P1(=O)Oc2ccccc2c2c1cccc2)c1ccc(cc1)C(P1(=O)Oc2ccccc2c2c1cccc2)Nc1ccc(cc1)C(=O)[H])(C)C,,,,100.0,,,,0.0,,,,,205.0,b264040c2ab6325ab94983aa0f3f852887b4c173a82e63d856e136179a30365b,5,118037.29880760002,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[1180.3729880760002],[1180.3729880760002],[100.0],[100.0],[1.0],[1.0],[118037.29880760002],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[118037.29880760002],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1295/polymj.PJ2008246,homopolymer,,,,*Nc1cccc(c1)NC(=O)c1cc(cc(c1)C(=O)*)NC(=O)C(N1C(=O)c2c(C1=O)c(Br)c(c(c2Br)Br)Br)Cc1ccccc1,,,,100.0,,,,0.0,,,,,225.0,3966e5506b76108f7ca2d3a13fb8651f0d10d6bd76c0896fd5ce5376e65a4f47,6,84180.10680760001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[841.8010680760001],[841.8010680760001],[100.0],[100.0],[1.0],[1.0],[84180.10680760001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[84180.10680760001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1295/polymj.PJ2008246,homopolymer,,,,*Nc1cccc2c1cccc2NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)Cc2ccccc2)cc(c1)C(=O)*,,,,100.0,,,,0.0,,,,,145.3624347,f03f6ae40aa3825613977d3f0d79e9d9551c62b287c93f0ca0cad5312f3257c1,7,89181.671814,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[891.81671814],[891.81671814],[100.0],[100.0],[1.0],[1.0],[89181.671814],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[89181.671814],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1295/polymj.PJ2008246,homopolymer,,,,*Nc1cccc2c1cccc2NC(=O)c1cc(NC(=O)C(N2C(=O)c3c(C2=O)c(Br)c(c(c3Br)Br)Br)Cc2ccccc2)cc(c1)C(=O)*,,,,100.0,,,,0.0,,,,,197.0,837e1ba9e231769e0351b989d167939c10eb650b5412d8b8a4c6f6f97a6f77da,8,89181.671814,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[891.81671814],[891.81671814],[100.0],[100.0],[1.0],[1.0],[89181.671814],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[89181.671814],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/BF00395568,homopolymer,,,,[H]Oc1ccc(C(C)(C)c2ccc(OP(Nc3ccccc3)([H])=O)cc2)cc1,,,,100.0,,,,0.0,,,,,145.4997701,67e0c989b59fd6529e7ac69156b4d8c4ea32e257f33200272062443ec872bb56,9,36713.3730194,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[367.133730194],[367.133730194],[100.0],[100.0],[1.0],[1.0],[36713.3730194],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[36713.3730194],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/BF00395568,homopolymer,,,,[H]Oc1ccc(C2(c3ccc(OP(Nc4ccccc4)([H])=O)cc3)CC(c5ccccc52)=O)cc1,,,,100.0,,,,0.0,,,,,145.4311024,1d641aa40412472eadb6bce53c1da8da632fba9f1fb5b220a3982cb05f9724e4,10,45512.8644814,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[455.128644814],[455.128644814],[100.0],[100.0],[1.0],[1.0],[45512.8644814],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[45512.8644814],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/BF00395568,homopolymer,,,,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OP(=O)(Nc1ccccc1)*,,,,100.0,,,,0.0,,,,,145.5684378,9f7efaec60ec038230a9a8418f9d166c698865405c5ccd577d0ec3e4d2eec656,11,38703.3030178,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[387.033030178],[387.033030178],[100.0],[100.0],[1.0],[1.0],[38703.3030178],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[38703.3030178],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1039/C0PY00103A,homopolymer,,,,[H]C(C(C=C1)=CC=C1NC2=NNC(C(C=C3)=CC=C3N[H])=N2)=O,,,,100.0,,,,0.0,,,,,375.0,275d12db6c338b808bc493b0b247b4d12cc2f46ef1c454cd77eed85c3b97b722,12,27911.201003600003,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[279.112010036],[279.112010036],[100.0],[100.0],[1.0],[1.0],[27911.201003600003],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[27911.201003600003],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
?10.1002/pi.6137,homopolymer,,,,[H]Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)NC(P1(=O)Oc2ccccc2c2c1cccc2)c1ccc(cc1)C(P1(=O)Oc2ccccc2c2c1cccc2)Nc1ccc(cc1)C(=O)[H])(C)C,,,,100.0,,,,0.0,,,,,205.0,b264040c2ab6325ab94983aa0f3f852887b4c173a82e63d856e136179a30365b,13,118037.29880760002,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[1180.3729880760002],[1180.3729880760002],[100.0],[100.0],[1.0],[1.0],[118037.29880760002],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[118037.29880760002],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s00289-015-1587-x,homopolymer,,,,[H]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=C5C(C(N[H])=CC=C5)=CC=C4)=O)=C1)=O,,,,100.0,,,,0.0,,,,,196.0,06d9086452bf8b307c331dc3dcb024f64f2e030cf4393d66d4160b0a58c90942,14,81780.10680760001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[817.8010680760001],[817.8010680760001],[100.0],[100.0],[1.0],[1.0],[81780.10680760001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[81780.10680760001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s00289-015-1587-x,homopolymer,,,,[H]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC(N[H])=CC=C4)=O)=C1)=O,,,,100.0,,,,0.0,,,,,212.0,d8ac582c7a68babda816b397af4681fecc77bc56a1a8e08b6d37aeb3f62b55ad,15,76778.5418012,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[767.785418012],[767.785418012],[100.0],[100.0],[1.0],[1.0],[76778.5418012],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[76778.5418012],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s00289-015-1587-x,homopolymer,,,,[H]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(C5=CC=C(N[H])C=C5)C=C4)=O)=C1)=O,,,,100.0,,,,0.0,,,,,191.0,5078bc556f66b386677ef833fcd094ddaec5d4bcc26b68dd21bb9d87b5938a80,16,84381.671814,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[843.81671814],[843.81671814],[100.0],[100.0],[1.0],[1.0],[84381.671814],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[84381.671814],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s00289-015-1587-x,homopolymer,,,,[H]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(CC5=CC=C(N[H])C=C5)C=C4)=O)=C1)=O,,,,100.0,,,,0.0,,,,,192.0,0bd203fae994e4dd3f0ac0f11446b0eae01178d07c0fbf6d8b8db4f36e833e45,17,85783.23682040001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[857.8323682040001],[857.8323682040001],[100.0],[100.0],[1.0],[1.0],[85783.23682040001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[85783.23682040001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s00289-015-1587-x,homopolymer,,,,[H]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(N[H])C=C4)=O)=C1)=O,,,,100.0,,,,0.0,,,,,201.0,d06c710b36811257f902b517f04485488108a3c61a8865f638ddbd5048635c57,18,76778.5418012,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[767.785418012],[767.785418012],[100.0],[100.0],[1.0],[1.0],[76778.5418012],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[76778.5418012],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s00289-015-1587-x,homopolymer,,,,[H]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(N[H])C=C4C)=O)=C1)=O,,,,100.0,,,,0.0,,,,,195.0,5263fe5ea15aad3b0d571805d3806817be03635c6bf6f48ebc6e7699d5239576,19,78180.10680760001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[781.8010680760001],[781.8010680760001],[100.0],[100.0],[1.0],[1.0],[78180.10680760001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[78180.10680760001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s00289-015-1587-x,homopolymer,,,,[H]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(OC5=CC=C(N[H])C=C5)C=C4)=O)=C1)=O,,,,100.0,,,,0.0,,,,,195.0,19bcfbcb80a11dbbbdaf3284f12e9c5dcbf0cc106bafa12e8821f57016e940b0,20,85981.163276,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[859.8116327600001],[859.8116327600001],[100.0],[100.0],[1.0],[1.0],[85981.163276],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[85981.163276],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s00289-015-1587-x,homopolymer,,,,[H]C(C1=CC(NC(C(N2C(C3=C(C(Br)=C(C(Br)=C3C2=O)Br)Br)=O)C)=O)=CC(C(NC4=CC=C(S(C5=CC=C(N[H])C=C5)(=O)=O)C=C4)=O)=C1)=O,,,,100.0,,,,0.0,,,,,206.0,d285c9c202a1e9fa1de85bbfe4f0bbf4018f4533aa81265e37ce8af5a7732e44,21,90777.86183800001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[907.7786183800001],[907.7786183800001],[100.0],[100.0],[1.0],[1.0],[90777.86183800001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[90777.86183800001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1039/C0PY00103A,homopolymer,,,,[H]C(C1=CC(NC2=CC=C(N[H])C=C2)=CC(NC3=NNC(C4=CC=CC=C4)=N3)=C1)=O,,,,100.0,,,,0.0,,,,,306.0,10aa66c3e27c7f8657ba3757802cb79f84e57892b6c271e077183828d8343964,22,37015.420919599994,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[370.15420919599995],[370.15420919599995],[100.0],[100.0],[1.0],[1.0],[37015.420919599994],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[37015.420919599994],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1039/C0PY00103A,homopolymer,,,,[H]C(C1=CC(NC2=CC=CC(N[H])=C2)=CC(NC3=NNC(C4=CC=CC=C4)=N3)=C1)=O,,,,100.0,,,,0.0,,,,,293.0,8c6808a589abb1d82c27379bad56919cd45cf9f59e94ebb07402224642f7b988,23,37015.420919599994,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[370.15420919599995],[370.15420919599995],[100.0],[100.0],[1.0],[1.0],[37015.420919599994],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[37015.420919599994],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
?10.1007/s10853-020-05281-3,homopolymer,,,,[H]CC(COc1ccc(cc1)C(c1ccc(cc1)O[H])(C)C)O,,,,100.0,,,,0.0,,,,,113.4,05e2539cd74164e7d0f2b1b2b57a15d349d5421edfa65634b0c6d0a0826e23e1,24,28615.689456399996,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[286.15689456399997],[286.15689456399997],[100.0],[100.0],[1.0],[1.0],[28615.689456399996],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[28615.689456399996],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s10965-017-1184-9,homopolymer,,,,[H]C(C1=CC=C(C=C1)NC2=NC(N3CCOCC3)=NC(NC4=CC=C(C=C4)C(NC5=CC=C(N(C6=CC=C(OC)C=C6)C7=CC=C(N[H])C=C7)C=C5)=O)=N2)=O,,,,100.0,,,,0.0,,,,,240.0,b02cca6f60f18ac66e91a3b93d90d80eb3e26665b67a287befab1c9145f150a5,25,70729.68506640001,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[707.2968506640001],[707.2968506640001],[100.0],[100.0],[1.0],[1.0],[70729.68506640001],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[70729.68506640001],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s10965-017-1184-9,homopolymer,,,,[H]C(C1=CC=C(C=C1)NC2=NC(N3CCOCC3)=NC(NC4=CC=C(C=C4)C(NC5=CC=C(OC6=CC=C(N[H])C=C6)C=C5)=O)=N2)=O,,,,100.0,,,,0.0,,,,,234.0,3ccf14aefcb6ce1828b349a8b538b1056146093b27f369325b84313c5419782a,26,60223.900144000014,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[602.2390014400002],[602.2390014400002],[100.0],[100.0],[1.0],[1.0],[60223.900144000014],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[60223.900144000014],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s10965-017-1184-9,homopolymer,,,,[H]C(C1=CC=C(C=C1)NC2=NC(N3CCOCC3)=NC(NC4=CC=C(C=C4)C(NC5=CC=C(S(C6=CC=C(N[H])C=C6)(=O)=O)C=C5)=O)=N2)=O,,,,100.0,,,,0.0,,,,,223.0,baa2cea7a07cb89c2dfdb9440bf7b57799285702f5bc1decc6d8398f2c2a2485,27,65020.59870600002,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[650.2059870600002],[650.2059870600002],[100.0],[100.0],[1.0],[1.0],[65020.59870600002],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[65020.59870600002],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s10965-017-1184-9,homopolymer,,,,[H]C(C1=CC=C(C=C1)NC2=NC(N3CCOCC3)=NC(NC4=CC=C(C=C4)C(NC5=CC=CC(N[H])=C5)=O)=N2)=O,,,,100.0,,,,0.0,,,,,248.0,db6239d414dcb51672e2cbce8c8b0ef77ed690503ca53414783246bf5ec26894,28,51021.2786692,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[510.212786692],[510.212786692],[100.0],[100.0],[1.0],[1.0],[51021.2786692],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[51021.2786692],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
10.1007/s11696-020-01494-7,homopolymer,,,,[H]C1=CC=C(C(NC2=CC=C(OC3=CC=C(C(C)(C)C4=CC=C(OC5=CC=C(NC(C6=CC=C(N7C(C8C(C9=CC=C%10C%11=C9C8=CC=C%11C%12=CC=C%13C%14=C%12C%10=CC=C%14C%15C%13C(N([H])C%15=O)=O)C7=O)=O)C=C6)=O)C=C5)C=C4)C=C3)C=C2)=O)C=C1,,,,100.0,,,,0.0,,,,,231.0,33bb9d36a5d8a9f5a2f4afcf7eb65094f5929f887cb104ac0a87b64f16fd7728,29,105833.1564432,100.0,homopolymer,,,passed,1,"[""mol1""]","[""mol1""]",[1058.331564432],[1058.331564432],[100.0],[100.0],[1.0],[1.0],[105833.1564432],"[""molar_amount_to_mass_by_exact_molecular_weight""]","[""molar_amount_to_mass_by_exact_molecular_weight""]",[],[],[],[105833.1564432],[1.0],[100.0],[1.0],[],[],[],hierarchical_mole_internal_mass_blend_v1,RDKit.Chem.rdMolDescriptors.CalcExactMolWt,2022.09.5,"[null,null]","[null,null,null,null]",True
