C,O,CC,C1=CC=CC=C1,C=O,CC1=CC=CC=C1,CO,CC=O,CCC,N,CN,COC,OC1=CC=CC=C1,O=CC1=CC=CC=C1,CCN,CNC,CCNC,NC1=CC=CC=C1,P,O=P,CC(N)=O,CCO,COC1=CC=CC=C1,CNC1=CC=CC=C1,CCC1=CC=CC=C1,CCOC,CCNC1=CC=CC=C1,CC1=CC=C(O)C=C1,COC=O,NCC1=CC=CC=C1,OP,CCC=O,CP,CC(C)C,COC(C)=O,CCCC,CNC(=O)C1=CC=CC=C1,CCNCC,CP=O,C1=CC=C(CC2=CC=CC=C2)C=C1,CCNC=O,CCOCC,CC1=CC(C)=CC=C1,C1=CC=C(CNC2=CC=CC=C2)C=C1,CCOC=O,CC1=CC=C(C)C=C1,CCOC(C)=O,OCC1=CC=CC=C1,CN(C)C,CCCN,CCN(C)C,CCCCC,CCC1=CC=C(O)C=C1,CC1=C(C)C=CC=C1,CPC1=CC=CC=C1,CC1=CC=C(C=O)C=C1,COC(=O)C1=CC=CC=C1,COC1=CC=C(C)C=C1,CC1=CC(C=O)=CC=C1,CC(C)C1=CC=CC=C1,CCCNC,CCN(C)CC,C[PH](C)=O,CCCC=O,C[PH](=O)C1=CC=CC=C1,CC1=C(C=O)C=CC=C1,O=CC1=CC(C=O)=CC=C1,CCCCCC,OCCO,C1=CC=C(OC2=CC=CC=C2)C=C1,CNCC1=CC(C)=CC=C1,COCCO,CCC(N)=O,O=COCCO,CNC(=O)C1=CC(C)=CC=C1,CC1=CC(C(N)=O)=CC=C1,CCCCN,O=CC1=CC=C(C=O)C=C1,CCOCCO,CC1=CC=CC=C1C(N)=O,CN(C)CC1=CC=CC=C1,CCCO,CC1=C(O)C=CC=C1,CC1=CC(CNC2=CC=CC=C2)=CC=C1,CCCCNC,CC1=CC=C(N)C=C1,CCC1=CC=C(OC)C=C1,CN1CC2=C(C=CC=C2)C1=O,CNCC1=CC(C=O)=CC=C1,CNC(=O)C1=CC(C=O)=CC=C1,NC(=O)C1=CC(C=O)=CC=C1,CN(C)C1=CC=CC=C1,CCCNC1=CC=CC=C1,CC1=CC(N)=CC=C1,CCCNC=O,CC1=CC=C(OC2=CC=CC=C2)C=C1,CCCOC,CCCNC(C)=O,CCC(C)C,CCCCC=O,CC1=CC=C(CN)C=C1,CNC1=CC=C(C)C=C1,CC1=CC=C(C(N)=O)C=C1,CNC1=CC(C)=CC=C1,CC1=CC(C)=C(C)C=C1,CC1=CC(NC=O)=CC=C1,S,CC(C)C=O,CC1=CC(C)=C(C=O)C=C1,NC1=CC(C=O)=CC=C1,CCCC1=CC=CC=C1,CC1=CC=C(NC=O)C=C1,CCNC1=CC=C(C)C=C1,CN(CC1=CC=CC=C1)C1=CC=CC=C1,CC(=O)NC1=CC=C(C)C=C1,CCCCCC=O,CCCOCC,O=CC1=CC=C(O)C=C1,CC1=CC=C(CNC2=CC=CC=C2)C=C1,CC1=CC=C(C(=O)NC2=CC=CC=C2)C=C1,CC1=CC2=C(C=C1)CNC2,NCC1=CC=C(C=O)C=C1,CC1=CC2=C(C=C1)C(=O)NC2,CNC(=O)C1=CC=C(C=O)C=C1,CNC1=CC=C(O)C=C1,CC1=CC=C(CO)C=C1,CNC1=CC(C=O)=CC=C1,CCNC1=CC=C(O)C=C1,CCC(=O)O,CCNC(=O)C1=CC=CC=C1,CC(=O)C1=CC=CC=C1,CC1=CC=C2CN(C)CC2=C1,COC1=CC=C(N)C=C1,NCCN,CC1=CC(C=O)=CC(N)=C1,Br,O=CC1=CC=C(CO)C=C1,CCC(C)C=O,CC1=CC=C(NCC2=CC=CC=C2)C=C1,O=CCCC=O,CC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,CCOC(=O)C1=CC=C(C)C=C1,CNC1=CC=C(OC2=CC=CC=C2)C=C1,CCN(CC)CC,CC1=CC=C(COCCO)C=C1,CCN(C)CC1=CC=CC=C1,CCPC,NCCC1=CC=CC=C1,CNCCC1=CC=CC=C1,CCC(=O)NC1=CC=CC(C=O)=C1,O=CCC1=CC=CC=C1,NC1=CC(CNC2=CC=CC=C2)=CC=C1,CNC1=CC(CNC2=CC=CC=C2)=CC=C1,CC(C=O)N1CC2=C(C=CC=C2)C1=O,CCCOCC1=CC=CC=C1,BrC1=C(Br)C=CC=C1
11.695652,4.2608695,3.1304348,1.2608696,2.0,2.1304348,3.5217392,2.0,0.0,0.13043478,0.0,1.2608696,0.5217391,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5217391,0.0,0.0,2.0,0.0,0.26086956,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8695652,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7391304,1.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26086956,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8695652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.619047,4.095238,3.047619,1.0952381,2.0,2.047619,3.1904762,2.0,0.0,0.04761905,0.0,1.0952381,0.1904762,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1904762,0.0,0.0,2.0,0.0,0.0952381,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95238096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9047619,1.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0952381,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.95238096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.181818,4.181818,3.090909,1.1818181,2.0,2.090909,3.3636363,2.0,0.0,0.09090909,0.0,1.1818181,0.36363637,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.36363637,0.0,0.0,2.0,0.0,0.18181819,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.90909094,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181819,1.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18181819,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.90909094,1.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.90909094,0.0,0.0,0.90909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.695652,4.2608695,3.1304348,1.2608696,2.0,2.1304348,3.5217392,2.0,0.0,0.13043478,0.0,1.2608696,0.5217391,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5217391,0.0,0.0,2.0,0.0,0.26086956,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8695652,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7391304,1.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26086956,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8695652,1.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.8695652,0.0,0.0,0.8695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.619047,4.095238,3.047619,1.0952381,2.0,2.047619,3.1904762,2.0,0.0,0.04761905,0.0,1.0952381,0.1904762,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1904762,0.0,0.0,2.0,0.0,0.0952381,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.95238096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9047619,1.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0952381,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.95238096,1.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.454545,4.4545455,3.2727273,1.3636364,2.090909,2.1818182,3.7272727,2.1818182,0.09090909,0.0,0.0,1.3636364,0.54545456,2.1818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1818182,0.54545456,0.0,0.18181819,2.1818182,0.0,0.18181819,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09090909,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,2.0,1.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909091,0.18181819,0.0,1.1818181,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18181819,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.521739,4.652174,3.3913043,1.5217391,2.1304348,2.2608695,4.0434785,2.2608695,0.13043478,0.0,0.0,1.5217391,0.7826087,2.2608695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2608695,0.7826087,0.0,0.26086956,2.2608695,0.0,0.26086956,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13043478,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,2.0,1.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1304348,0.26086956,0.0,1.2608696,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26086956,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.285714,4.2380953,3.142857,1.1904762,2.047619,2.0952382,3.3809524,2.0952382,0.04761905,0.0,0.0,1.1904762,0.2857143,2.0952382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0952382,0.2857143,0.0,0.0952381,2.0952382,0.0,0.0952381,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04761905,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,2.0,1.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0476191,0.0952381,0.0,1.0952381,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,4.2,3.3,1.2,2.0,2.2,3.4,2.0,0.1,0.0,0.0,1.2,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.2,0.0,0.2,2.2,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1.2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,4.3333335,3.5,1.3333334,2.0,2.3333333,3.6666667,2.0,0.16666667,0.0,0.0,1.3333334,0.33333334,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333,0.33333334,0.0,0.33333334,2.3333333,0.0,0.33333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666667,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,2.0,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666,0.0,0.0,1.3333334,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.461538,4.4615383,3.6923077,1.4615384,2.0,2.4615386,3.9230769,2.0,0.23076923,0.0,0.0,1.4615384,0.46153846,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4615386,0.46153846,0.0,0.46153846,2.4615386,0.0,0.46153846,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23076923,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.46153846,0.0,0.0,2.0,1.0,0.46153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2307693,0.0,0.0,1.4615384,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.714286,4.095238,3.142857,1.0952381,2.0,2.0952382,3.1904762,2.0,0.04761905,0.0,0.0,1.0952381,0.0952381,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0952382,0.0952381,0.0,0.0952381,2.0952382,0.0,0.0952381,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04761905,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,2.0,1.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0476191,0.0,0.0,1.0952381,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.118345,2.0215173,10.0,0.02151731,2.0,0.02151731,0.010758655,2.0,8.0,2.0,3.0,0.0,0.010758655,0.0,3.0,1.0,2.0,0.0,0.010758655,0.010758655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010758655,2.0107586,0.02151731,0.010758655,0.0,5.989241,0.0,1.0,0.02151731,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.9784827,0.0,0.0,0.010758655,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.010758655,2.0107586,0.010758655,0.0,0.0,1.9892414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0107586,0.0,0.0,0.0,0.0,0.0,0.010758655,0.0,2.0107586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.010758655,1.9784827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010758655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9784827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010758655,0.0,0.010758655,0.0,0.0,0.0,0.0,0.0,0.0,0.010758655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.380953,4.142857,4.095238,1.0476191,2.0952382,2.0952382,3.047619,2.0952382,1.0,0.04761905,0.14285715,1.0,0.04761905,2.0952382,0.0952381,0.14285715,0.1904762,0.04761905,0.0,0.0,0.0952381,3.0,0.0,0.0952381,0.0,2.0,0.0952381,0.0,1.0,0.0952381,0.0,0.0,0.0,0.0,1.0,0.0,0.1904762,0.04761905,0.0,0.0,0.0952381,1.0,0.04761905,0.0952381,1.0,1.0,1.0,1.0,0.04761905,0.0,0.0952381,0.0,0.0,0.04761905,0.0,2.0,1.0,0.0,0.0952381,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0952381,0.04761905,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0952381,0.04761905,0.0,1.0,0.0,0.0952381,0.04761905,2.0,0.0,0.04761905,0.0,0.04761905,0.0,0.0952381,0.0952381,0.0952381,0.04761905,0.04761905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04761905,0.0952381,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0952381,0.0952381,0.04761905,0.0952381,0.0,1.0,0.0,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.0952381,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0952381,0.0,0.0952381,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12.380953,4.142857,5.095238,1.0476191,2.0952382,2.0952382,3.047619,2.0952382,2.0,0.04761905,0.14285715,1.0,0.04761905,2.0952382,0.0952381,0.14285715,0.1904762,0.04761905,0.0,0.0,0.0952381,3.0,0.0,0.0952381,0.0,2.0,0.0952381,0.0,1.0,0.0952381,0.0,0.0,0.0,0.0,1.0,1.0,0.1904762,0.04761905,0.0,0.0,0.0952381,1.0,0.04761905,0.0952381,1.0,1.0,1.0,1.0,0.04761905,0.0,0.0952381,0.0,0.0,0.04761905,0.0,2.0,1.0,0.0,0.0952381,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0952381,0.04761905,0.0,0.0,0.0,0.0952381,0.0,0.0,0.0,0.0952381,0.04761905,0.0,1.0,0.0,0.0952381,0.04761905,2.0,0.0,0.04761905,0.0,0.04761905,0.0,0.0952381,0.0952381,0.0952381,0.04761905,0.04761905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04761905,0.0952381,0.04761905,0.0,0.04761905,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0952381,0.0952381,0.04761905,0.0952381,0.0,1.0,0.0,0.04761905,0.04761905,0.04761905,0.04761905,0.04761905,0.0952381,0.0,0.95238096,0.0,0.0,0.0,0.0,0.0,0.04761905,0.0,0.0,0.0,0.0,0.95238096,0.0,0.0952381,0.0,0.0952381,0.95238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12.9,4.2,5.3,1.1,2.0,2.0,3.1,2.0,2.4,0.0,0.0,1.0,0.1,1.8,0.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.1,0.3,0.2,0.1,1.0,1.2,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.9,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.9,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
13.35,4.3,5.45,1.15,2.0,2.0,3.15,2.0,2.6,0.0,0.0,1.0,0.15,1.7,0.0,0.0,0.0,0.0,0.15,0.15,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.15,0.45,0.3,0.15,1.0,1.3,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.85,1.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.7,0.85,0.0,0.0,0.0,0.0,0.0,0.15,0.45,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,2.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.15,0.0,0.15,0.0,0.85,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0
