combination_id,freq_threshold,var_threshold,mi_threshold,corr_threshold,feature_count,performance
410,0.08,0.005,50,0.8,42,0.6305726929997596
411,0.08,0.005,50,0.85,51,0.622059398446537
412,0.08,0.005,50,0.9,71,0.6464840821578247
413,0.08,0.005,50,0.95,99,0.6494772144949866
414,0.08,0.005,50,0.98,127,0.6514819646226534
415,0.08,0.005,60,0.8,36,0.6429831695660735
416,0.08,0.005,60,0.85,44,0.623960743990406
417,0.08,0.005,60,0.9,59,0.6254110798964225
418,0.08,0.005,60,0.95,85,0.6461793485432054
419,0.08,0.005,60,0.98,108,0.6493269612149
420,0.08,0.005,70,0.8,28,0.6308215114370741
421,0.08,0.005,70,0.85,34,0.6304538540085357
422,0.08,0.005,70,0.9,46,0.6392166904812313
423,0.08,0.005,70,0.95,64,0.6514665618838263
424,0.08,0.005,70,0.98,85,0.6484193450617364
425,0.08,0.01,30,0.8,49,0.7144276613699243
426,0.08,0.01,30,0.85,62,0.7279357133579696
427,0.08,0.01,30,0.9,84,0.7234784343291689
428,0.08,0.01,30,0.95,116,0.733041865241933
429,0.08,0.01,30,0.98,157,0.7273050559649438
430,0.08,0.01,40,0.8,45,0.6447442024674505
431,0.08,0.01,40,0.85,56,0.649942238255743
432,0.08,0.01,40,0.9,75,0.6368117704688053
433,0.08,0.01,40,0.95,106,0.6551053886322848
434,0.08,0.01,40,0.98,138,0.6714598916206924
435,0.08,0.01,50,0.8,42,0.6305726929997596
436,0.08,0.01,50,0.85,51,0.622059398446537
437,0.08,0.01,50,0.9,71,0.6464840821578247
438,0.08,0.01,50,0.95,99,0.6494772144949866
439,0.08,0.01,50,0.98,127,0.6514819646226534
440,0.08,0.01,60,0.8,36,0.6429831695660735
441,0.08,0.01,60,0.85,44,0.623960743990406
442,0.08,0.01,60,0.9,59,0.6254110798964225
443,0.08,0.01,60,0.95,85,0.6461793485432054
444,0.08,0.01,60,0.98,108,0.6493269612149
445,0.08,0.01,70,0.8,28,0.6308215114370741
446,0.08,0.01,70,0.85,34,0.6304538540085357
447,0.08,0.01,70,0.9,46,0.6392166904812313
448,0.08,0.01,70,0.95,64,0.6514665618838263
449,0.08,0.01,70,0.98,85,0.6484193450617364
450,0.08,0.02,30,0.8,51,0.7193976942842365
451,0.08,0.02,30,0.85,64,0.7356747977604458
452,0.08,0.02,30,0.9,88,0.7374171257882646
453,0.08,0.02,30,0.95,119,0.7353097885795556
454,0.08,0.02,30,0.98,161,0.729261343598164
455,0.08,0.02,40,0.8,47,0.6278650305848975
456,0.08,0.02,40,0.85,61,0.6295728603542081
457,0.08,0.02,40,0.9,78,0.6272620866915718
458,0.08,0.02,40,0.95,111,0.6367865945600625
459,0.08,0.02,40,0.98,140,0.6389636016138145
460,0.08,0.02,50,0.8,46,0.6302661898688889
461,0.08,0.02,50,0.85,56,0.6176162364398505
462,0.08,0.02,50,0.9,71,0.6300362446430474
463,0.08,0.02,50,0.95,97,0.6510482710253802
464,0.08,0.02,50,0.98,121,0.6524383818441019
465,0.08,0.02,60,0.8,37,0.6223079184932088
466,0.08,0.02,60,0.85,46,0.6307926723186551
467,0.08,0.02,60,0.9,60,0.6208579926781445
468,0.08,0.02,60,0.95,79,0.6433418842663878
469,0.08,0.02,60,0.98,102,0.6326869606804445
470,0.08,0.02,70,0.8,27,0.6318064973459545
471,0.08,0.02,70,0.85,34,0.6495583013425261
472,0.08,0.02,70,0.9,46,0.6293885916088451
473,0.08,0.02,70,0.95,62,0.6490344860963386
474,0.08,0.02,70,0.98,80,0.6500622487540779
475,0.08,0.05,30,0.8,49,0.7152123464917948
476,0.08,0.05,30,0.85,60,0.7131777229508032
477,0.08,0.05,30,0.9,83,0.7276126212536562
