task,metric,global_vocabulary_size,active_feature_count,selected_motif_count,original_feature_count,correlation_feature_count,best_750_performance,best_750_feature_count,umap_random_state,umap_n_neighbors,umap_min_dist
LOI,R²,5705,5535,149,5535,149,0.7784590917176536,149.0,48,5,0.8
